playername	month	year	traf
Steve%20Hargan	07	2010	5.000
Steve%20Hargan	07	2011	6.000
Steve%20Hargan	08	2006	0
Steve%20Hargan	08	2007	0
Steve%20Hargan	08	2008	4.000
Steve%20Hargan	08	2009	3.000
Steve%20Hargan	08	2010	9.000
Steve%20Hargan	08	2011	7.000
Steve%20Hargan	09	2006	0
Steve%20Hargan	09	2007	0
Steve%20Hargan	09	2008	3.000
Steve%20Hargan	09	2009	3.000
Steve%20Hargan	09	2010	8.000
Steve%20Hargan	09	2011	6.000
Steve%20Hargan	10	2006	0
Steve%20Hargan	10	2007	0
Steve%20Hargan	10	2008	3.000
Steve%20Hargan	10	2009	4.000
Steve%20Hargan	10	2010	8.000
Steve%20Hargan	10	2011	6.000
Steve%20Hargan	11	2006	0
Steve%20Hargan	11	2007	0
Steve%20Hargan	11	2008	2.000
Steve%20Hargan	11	2009	4.000
Steve%20Hargan	11	2010	6.000
Steve%20Hargan	11	2011	7.000
Steve%20Hargan	12	2006	0
Steve%20Hargan	12	2007	4.000
Steve%20Hargan	12	2008	2.000
Steve%20Hargan	12	2009	4.000
Steve%20Hargan	12	2010	6.000
Steve%20Hargan	12	2011	6.000
Mike%20Hargrove	01	2006	0
Mike%20Hargrove	01	2007	0
Mike%20Hargrove	01	2008	30.000
Mike%20Hargrove	01	2009	35.000
Mike%20Hargrove	01	2010	34.000
Mike%20Hargrove	01	2011	81.000
Mike%20Hargrove	02	2006	0
Mike%20Hargrove	02	2007	0
Mike%20Hargrove	02	2008	29.000
Mike%20Hargrove	02	2009	43.000
Mike%20Hargrove	02	2010	38.000
Mike%20Hargrove	02	2011	60.000
Mike%20Hargrove	03	2006	0
Mike%20Hargrove	03	2007	0
Mike%20Hargrove	03	2008	32.000
Mike%20Hargrove	03	2009	78.000
Mike%20Hargrove	03	2010	57.000
Mike%20Hargrove	03	2011	62.000
Mike%20Hargrove	04	2006	0
Mike%20Hargrove	04	2007	0
Mike%20Hargrove	04	2008	67.000
Mike%20Hargrove	04	2009	74.000
Mike%20Hargrove	04	2010	85.000
Mike%20Hargrove	04	2011	111.000
Mike%20Hargrove	05	2006	0
Mike%20Hargrove	05	2007	0
Mike%20Hargrove	05	2008	85.000
Mike%20Hargrove	05	2009	84.000
Mike%20Hargrove	05	2010	84.000
Mike%20Hargrove	05	2011	132.000
Mike%20Hargrove	06	2006	0
Mike%20Hargrove	06	2007	0
Mike%20Hargrove	06	2008	104.000
Mike%20Hargrove	06	2009	108.000
Mike%20Hargrove	06	2010	70.000
Mike%20Hargrove	06	2011	111.000
Mike%20Hargrove	07	2006	0
Mike%20Hargrove	07	2007	0
Mike%20Hargrove	07	2008	70.000
Mike%20Hargrove	07	2009	95.000
Mike%20Hargrove	07	2010	75.000
Mike%20Hargrove	07	2011	90.000
Mike%20Hargrove	08	2006	0
Mike%20Hargrove	08	2007	0
Mike%20Hargrove	08	2008	64.000
Mike%20Hargrove	08	2009	79.000
Mike%20Hargrove	08	2010	105.000
Mike%20Hargrove	08	2011	113.000
Mike%20Hargrove	09	2006	0
Mike%20Hargrove	09	2007	0
Mike%20Hargrove	09	2008	43.000
Mike%20Hargrove	09	2009	74.000
Mike%20Hargrove	09	2010	66.000
Mike%20Hargrove	09	2011	53.000
Mike%20Hargrove	10	2006	0
Mike%20Hargrove	10	2007	0
Mike%20Hargrove	10	2008	70.000
Mike%20Hargrove	10	2009	116.000
Mike%20Hargrove	10	2010	110.000
Mike%20Hargrove	10	2011	82.000
Mike%20Hargrove	11	2006	0
Mike%20Hargrove	11	2007	0
Mike%20Hargrove	11	2008	39.000
Mike%20Hargrove	11	2009	52.000
Mike%20Hargrove	11	2010	67.000
Mike%20Hargrove	11	2011	54.000
Mike%20Hargrove	12	2006	0
Mike%20Hargrove	12	2007	28.000
Mike%20Hargrove	12	2008	32.000
Mike%20Hargrove	12	2009	36.000
Mike%20Hargrove	12	2010	42.000
Mike%20Hargrove	12	2011	37.000
Tommy%20Harper	01	2006	0
Tommy%20Harper	01	2007	0
Tommy%20Harper	01	2008	8.000
Tommy%20Harper	01	2009	10.000
Tommy%20Harper	01	2010	11.000
Tommy%20Harper	01	2011	18.000
Tommy%20Harper	02	2006	0
Tommy%20Harper	02	2007	0
Tommy%20Harper	02	2008	7.000
Tommy%20Harper	02	2009	10.000
Tommy%20Harper	02	2010	10.000
Tommy%20Harper	02	2011	15.000
Tommy%20Harper	03	2006	0
Tommy%20Harper	03	2007	0
Tommy%20Harper	03	2008	7.000
Tommy%20Harper	03	2009	12.000
Tommy%20Harper	03	2010	17.000
Tommy%20Harper	03	2011	15.000
Tommy%20Harper	04	2006	0
Tommy%20Harper	04	2007	0
Tommy%20Harper	04	2008	11.000
Tommy%20Harper	04	2009	15.000
Tommy%20Harper	04	2010	35.000
Tommy%20Harper	04	2011	17.000
Tommy%20Harper	05	2006	0
Tommy%20Harper	05	2007	0
Tommy%20Harper	05	2008	12.000
Tommy%20Harper	05	2009	17.000
Tommy%20Harper	05	2010	20.000
Tommy%20Harper	05	2011	19.000
Tommy%20Harper	06	2006	0
Tommy%20Harper	06	2007	0
Tommy%20Harper	06	2008	14.000
Tommy%20Harper	06	2009	17.000
Tommy%20Harper	06	2010	14.000
Tommy%20Harper	06	2011	29.000
Tommy%20Harper	07	2006	0
Tommy%20Harper	07	2007	0
Tommy%20Harper	07	2008	14.000
Tommy%20Harper	07	2009	21.000
Tommy%20Harper	07	2010	15.000
Tommy%20Harper	07	2011	25.000
Tommy%20Harper	08	2006	0
Tommy%20Harper	08	2007	0
Tommy%20Harper	08	2008	10.000
Tommy%20Harper	08	2009	43.000
Tommy%20Harper	08	2010	24.000
Tommy%20Harper	08	2011	21.000
Tommy%20Harper	09	2006	0
Tommy%20Harper	09	2007	0
Tommy%20Harper	09	2008	13.000
Tommy%20Harper	09	2009	14.000
Tommy%20Harper	09	2010	24.000
Tommy%20Harper	09	2011	28.000
Tommy%20Harper	10	2006	0
Tommy%20Harper	10	2007	0
Tommy%20Harper	10	2008	12.000
Tommy%20Harper	10	2009	16.000
Tommy%20Harper	10	2010	18.000
Tommy%20Harper	10	2011	17.000
Tommy%20Harper	11	2006	0
Tommy%20Harper	11	2007	0
Tommy%20Harper	11	2008	7.000
Tommy%20Harper	11	2009	12.000
Tommy%20Harper	11	2010	19.000
Tommy%20Harper	11	2011	17.000
Tommy%20Harper	12	2006	0
Tommy%20Harper	12	2007	9.000
Tommy%20Harper	12	2008	8.000
Tommy%20Harper	12	2009	10.000
Tommy%20Harper	12	2010	15.000
Tommy%20Harper	12	2011	19.000
Toby%20Harrah	01	2006	0
Toby%20Harrah	01	2007	0
Toby%20Harrah	01	2008	14.000
Toby%20Harrah	01	2009	13.000
Toby%20Harrah	01	2010	13.000
Toby%20Harrah	01	2011	20.000
Toby%20Harrah	02	2006	0
Toby%20Harrah	02	2007	0
Toby%20Harrah	02	2008	11.000
Toby%20Harrah	02	2009	14.000
Toby%20Harrah	02	2010	16.000
Toby%20Harrah	02	2011	20.000
Toby%20Harrah	03	2006	0
Toby%20Harrah	03	2007	0
Toby%20Harrah	03	2008	11.000
Toby%20Harrah	03	2009	17.000
Toby%20Harrah	03	2010	20.000
Toby%20Harrah	03	2011	19.000
Toby%20Harrah	04	2006	0
Toby%20Harrah	04	2007	0
Toby%20Harrah	04	2008	16.000
Toby%20Harrah	04	2009	21.000
Toby%20Harrah	04	2010	24.000
Toby%20Harrah	04	2011	29.000
Toby%20Harrah	05	2006	0
Toby%20Harrah	05	2007	0
Toby%20Harrah	05	2008	20.000
Toby%20Harrah	05	2009	23.000
Toby%20Harrah	05	2010	24.000
Toby%20Harrah	05	2011	25.000
Toby%20Harrah	06	2006	0
Toby%20Harrah	06	2007	0
Toby%20Harrah	06	2008	16.000
Toby%20Harrah	06	2009	28.000
Toby%20Harrah	06	2010	18.000
Toby%20Harrah	06	2011	19.000
Toby%20Harrah	07	2006	0
Toby%20Harrah	07	2007	0
Toby%20Harrah	07	2008	19.000
Toby%20Harrah	07	2009	34.000
Toby%20Harrah	07	2010	25.000
Toby%20Harrah	07	2011	29.000
Toby%20Harrah	08	2006	0
Toby%20Harrah	08	2007	0
Toby%20Harrah	08	2008	16.000
Toby%20Harrah	08	2009	36.000
Toby%20Harrah	08	2010	31.000
Toby%20Harrah	08	2011	26.000
Toby%20Harrah	09	2006	0
Toby%20Harrah	09	2007	0
Toby%20Harrah	09	2008	13.000
Toby%20Harrah	09	2009	13.000
Toby%20Harrah	09	2010	24.000
Toby%20Harrah	09	2011	14.000
Toby%20Harrah	10	2006	0
Toby%20Harrah	10	2007	0
Toby%20Harrah	10	2008	16.000
Toby%20Harrah	10	2009	27.000
Toby%20Harrah	10	2010	58.000
Toby%20Harrah	10	2011	37.000
Toby%20Harrah	11	2006	0
Toby%20Harrah	11	2007	0
Toby%20Harrah	11	2008	13.000
Toby%20Harrah	11	2009	14.000
Toby%20Harrah	11	2010	31.000
Toby%20Harrah	11	2011	22.000
Toby%20Harrah	12	2006	0
Toby%20Harrah	12	2007	13.000
Toby%20Harrah	12	2008	13.000
Toby%20Harrah	12	2009	13.000
Toby%20Harrah	12	2010	23.000
Toby%20Harrah	12	2011	17.000
Bud%20Harrelson	01	2006	0
Bud%20Harrelson	01	2007	0
Bud%20Harrelson	01	2008	29.000
Bud%20Harrelson	01	2009	26.000
Bud%20Harrelson	01	2010	33.000
Bud%20Harrelson	01	2011	39.000
Bud%20Harrelson	02	2006	0
Bud%20Harrelson	02	2007	0
Bud%20Harrelson	02	2008	24.000
Bud%20Harrelson	02	2009	27.000
Bud%20Harrelson	02	2010	32.000
Bud%20Harrelson	02	2011	36.000
Bud%20Harrelson	03	2006	0
Bud%20Harrelson	03	2007	0
Bud%20Harrelson	03	2008	21.000
Bud%20Harrelson	03	2009	34.000
Bud%20Harrelson	03	2010	46.000
Bud%20Harrelson	03	2011	30.000
Bud%20Harrelson	04	2006	0
Bud%20Harrelson	04	2007	0
Bud%20Harrelson	04	2008	40.000
Bud%20Harrelson	04	2009	40.000
Bud%20Harrelson	04	2010	57.000
Bud%20Harrelson	04	2011	40.000
Bud%20Harrelson	05	2006	0
Bud%20Harrelson	05	2007	0
Bud%20Harrelson	05	2008	46.000
Bud%20Harrelson	05	2009	40.000
Bud%20Harrelson	05	2010	54.000
Bud%20Harrelson	05	2011	47.000
Bud%20Harrelson	06	2006	0
Bud%20Harrelson	06	2007	0
Bud%20Harrelson	06	2008	58.000
Bud%20Harrelson	06	2009	42.000
Bud%20Harrelson	06	2010	44.000
Bud%20Harrelson	06	2011	45.000
Bud%20Harrelson	07	2006	0
Bud%20Harrelson	07	2007	0
Bud%20Harrelson	07	2008	48.000
Bud%20Harrelson	07	2009	57.000
Bud%20Harrelson	07	2010	51.000
Bud%20Harrelson	07	2011	50.000
Bud%20Harrelson	08	2006	0
Bud%20Harrelson	08	2007	0
Bud%20Harrelson	08	2008	47.000
Bud%20Harrelson	08	2009	60.000
Bud%20Harrelson	08	2010	72.000
Bud%20Harrelson	08	2011	45.000
Bud%20Harrelson	09	2006	0
Bud%20Harrelson	09	2007	0
Bud%20Harrelson	09	2008	44.000
Bud%20Harrelson	09	2009	38.000
Bud%20Harrelson	09	2010	53.000
Bud%20Harrelson	09	2011	30.000
Bud%20Harrelson	10	2006	0
Bud%20Harrelson	10	2007	0
Bud%20Harrelson	10	2008	36.000
Bud%20Harrelson	10	2009	44.000
Bud%20Harrelson	10	2010	61.000
Bud%20Harrelson	10	2011	37.000
Bud%20Harrelson	11	2006	0
Bud%20Harrelson	11	2007	0
Bud%20Harrelson	11	2008	26.000
Bud%20Harrelson	11	2009	35.000
Bud%20Harrelson	11	2010	49.000
Bud%20Harrelson	11	2011	29.000
Bud%20Harrelson	12	2006	0
Bud%20Harrelson	12	2007	27.000
Bud%20Harrelson	12	2008	21.000
Bud%20Harrelson	12	2009	28.000
Bud%20Harrelson	12	2010	36.000
Bud%20Harrelson	12	2011	24.000
Ken%20Harrelson	01	2006	0
Ken%20Harrelson	01	2007	0
Ken%20Harrelson	01	2008	39.000
Ken%20Harrelson	01	2009	47.000
Ken%20Harrelson	01	2010	60.000
Ken%20Harrelson	01	2011	74.000
Ken%20Harrelson	02	2006	0
Ken%20Harrelson	02	2007	0
Ken%20Harrelson	02	2008	41.000
Ken%20Harrelson	02	2009	61.000
Ken%20Harrelson	02	2010	59.000
Ken%20Harrelson	02	2011	76.000
Ken%20Harrelson	03	2006	0
Ken%20Harrelson	03	2007	0
Ken%20Harrelson	03	2008	56.000
Ken%20Harrelson	03	2009	70.000
Ken%20Harrelson	03	2010	71.000
Ken%20Harrelson	03	2011	90.000
Ken%20Harrelson	04	2006	0
Ken%20Harrelson	04	2007	0
Ken%20Harrelson	04	2008	189.000
Ken%20Harrelson	04	2009	168.000
Ken%20Harrelson	04	2010	183.000
Ken%20Harrelson	04	2011	214.000
Ken%20Harrelson	05	2006	0
Ken%20Harrelson	05	2007	0
Ken%20Harrelson	05	2008	132.000
Ken%20Harrelson	05	2009	156.000
Ken%20Harrelson	05	2010	188.000
Ken%20Harrelson	05	2011	258.000
Ken%20Harrelson	06	2006	0
Ken%20Harrelson	06	2007	0
Ken%20Harrelson	06	2008	151.000
Ken%20Harrelson	06	2009	237.000
Ken%20Harrelson	06	2010	196.000
Ken%20Harrelson	06	2011	213.000
Ken%20Harrelson	07	2006	0
Ken%20Harrelson	07	2007	0
Ken%20Harrelson	07	2008	172.000
Ken%20Harrelson	07	2009	301.000
Ken%20Harrelson	07	2010	218.000
Ken%20Harrelson	07	2011	197.000
Ken%20Harrelson	08	2006	0
Ken%20Harrelson	08	2007	0
Ken%20Harrelson	08	2008	207.000
Ken%20Harrelson	08	2009	275.000
Ken%20Harrelson	08	2010	446.000
Ken%20Harrelson	08	2011	198.000
Ken%20Harrelson	09	2006	0
Ken%20Harrelson	09	2007	0
Ken%20Harrelson	09	2008	191.000
Ken%20Harrelson	09	2009	159.000
Ken%20Harrelson	09	2010	287.000
Ken%20Harrelson	09	2011	129.000
Ken%20Harrelson	10	2006	0
Ken%20Harrelson	10	2007	0
Ken%20Harrelson	10	2008	96.000
Ken%20Harrelson	10	2009	82.000
Ken%20Harrelson	10	2010	94.000
Ken%20Harrelson	10	2011	129.000
Ken%20Harrelson	11	2006	0
Ken%20Harrelson	11	2007	0
Ken%20Harrelson	11	2008	39.000
Ken%20Harrelson	11	2009	53.000
Ken%20Harrelson	11	2010	66.000
Ken%20Harrelson	11	2011	81.000
Ken%20Harrelson	12	2006	0
Ken%20Harrelson	12	2007	33.000
Ken%20Harrelson	12	2008	40.000
Ken%20Harrelson	12	2009	54.000
Ken%20Harrelson	12	2010	81.000
Ken%20Harrelson	12	2011	50.000
Mickey%20Harris	01	2006	0
Mickey%20Harris	01	2007	0
Mickey%20Harris	01	2008	4.000
Mickey%20Harris	01	2009	4.000
Mickey%20Harris	01	2010	3.000
Mickey%20Harris	01	2011	7.000
Mickey%20Harris	02	2006	0
Mickey%20Harris	02	2007	0
Mickey%20Harris	02	2008	4.000
Mickey%20Harris	02	2009	3.000
Mickey%20Harris	02	2010	3.000
Mickey%20Harris	02	2011	5.000
Mickey%20Harris	03	2006	0
Mickey%20Harris	03	2007	0
Mickey%20Harris	03	2008	3.000
Mickey%20Harris	03	2009	4.000
Mickey%20Harris	03	2010	6.000
Mickey%20Harris	03	2011	5.000
Mickey%20Harris	04	2006	0
Mickey%20Harris	04	2007	0
Mickey%20Harris	04	2008	3.000
Mickey%20Harris	04	2009	3.000
Mickey%20Harris	04	2010	7.000
Mickey%20Harris	04	2011	4.000
Mickey%20Harris	05	2006	0
Mickey%20Harris	05	2007	0
Mickey%20Harris	05	2008	3.000
Mickey%20Harris	05	2009	4.000
Mickey%20Harris	05	2010	6.000
Mickey%20Harris	05	2011	5.000
Mickey%20Harris	06	2006	0
Mickey%20Harris	06	2007	0
Mickey%20Harris	06	2008	11.000
Mickey%20Harris	06	2009	4.000
Mickey%20Harris	06	2010	5.000
Mickey%20Harris	06	2011	4.000
Mickey%20Harris	07	2006	0
Mickey%20Harris	07	2007	0
Mickey%20Harris	07	2008	4.000
Mickey%20Harris	07	2009	3.000
Mickey%20Harris	07	2010	6.000
Mickey%20Harris	07	2011	5.000
Mickey%20Harris	08	2006	0
Mickey%20Harris	08	2007	0
Mickey%20Harris	08	2008	3.000
Mickey%20Harris	08	2009	4.000
Mickey%20Harris	08	2010	9.000
Mickey%20Harris	08	2011	5.000
Mickey%20Harris	09	2006	0
Mickey%20Harris	09	2007	0
Mickey%20Harris	09	2008	3.000
Mickey%20Harris	09	2009	3.000
Mickey%20Harris	09	2010	7.000
Mickey%20Harris	09	2011	4.000
Mickey%20Harris	10	2006	0
Mickey%20Harris	10	2007	0
Mickey%20Harris	10	2008	3.000
Mickey%20Harris	10	2009	4.000
Mickey%20Harris	10	2010	6.000
Mickey%20Harris	10	2011	6.000
Mickey%20Harris	11	2006	0
Mickey%20Harris	11	2007	0
Mickey%20Harris	11	2008	2.000
Mickey%20Harris	11	2009	3.000
Mickey%20Harris	11	2010	5.000
Mickey%20Harris	11	2011	9.000
Mickey%20Harris	12	2006	0
Mickey%20Harris	12	2007	3.000
Mickey%20Harris	12	2008	3.000
Mickey%20Harris	12	2009	2.000
Mickey%20Harris	12	2010	6.000
Mickey%20Harris	12	2011	5.000
Jim%20Ray%20Hart	01	2006	0
Jim%20Ray%20Hart	01	2007	0
Jim%20Ray%20Hart	01	2008	7.000
Jim%20Ray%20Hart	01	2009	9.000
Jim%20Ray%20Hart	01	2010	7.000
Jim%20Ray%20Hart	01	2011	14.000
Jim%20Ray%20Hart	02	2006	0
Jim%20Ray%20Hart	02	2007	0
Jim%20Ray%20Hart	02	2008	6.000
Jim%20Ray%20Hart	02	2009	8.000
Jim%20Ray%20Hart	02	2010	10.000
Jim%20Ray%20Hart	02	2011	14.000
Jim%20Ray%20Hart	03	2006	0
Jim%20Ray%20Hart	03	2007	0
Jim%20Ray%20Hart	03	2008	6.000
Jim%20Ray%20Hart	03	2009	10.000
Jim%20Ray%20Hart	03	2010	13.000
Jim%20Ray%20Hart	03	2011	11.000
Jim%20Ray%20Hart	04	2006	0
Jim%20Ray%20Hart	04	2007	0
Jim%20Ray%20Hart	04	2008	8.000
Jim%20Ray%20Hart	04	2009	10.000
Jim%20Ray%20Hart	04	2010	14.000
Jim%20Ray%20Hart	04	2011	15.000
Jim%20Ray%20Hart	05	2006	0
Jim%20Ray%20Hart	05	2007	0
Jim%20Ray%20Hart	05	2008	8.000
Jim%20Ray%20Hart	05	2009	11.000
Jim%20Ray%20Hart	05	2010	16.000
Jim%20Ray%20Hart	05	2011	28.000
Jim%20Ray%20Hart	06	2006	0
Jim%20Ray%20Hart	06	2007	0
Jim%20Ray%20Hart	06	2008	12.000
Jim%20Ray%20Hart	06	2009	11.000
Jim%20Ray%20Hart	06	2010	11.000
Jim%20Ray%20Hart	06	2011	15.000
Jim%20Ray%20Hart	07	2006	0
Jim%20Ray%20Hart	07	2007	0
Jim%20Ray%20Hart	07	2008	12.000
Jim%20Ray%20Hart	07	2009	12.000
Jim%20Ray%20Hart	07	2010	16.000
Jim%20Ray%20Hart	07	2011	28.000
Jim%20Ray%20Hart	08	2006	0
Jim%20Ray%20Hart	08	2007	0
Jim%20Ray%20Hart	08	2008	8.000
Jim%20Ray%20Hart	08	2009	14.000
Jim%20Ray%20Hart	08	2010	21.000
Jim%20Ray%20Hart	08	2011	16.000
Jim%20Ray%20Hart	09	2006	0
Jim%20Ray%20Hart	09	2007	0
Jim%20Ray%20Hart	09	2008	8.000
Jim%20Ray%20Hart	09	2009	10.000
Jim%20Ray%20Hart	09	2010	21.000
Jim%20Ray%20Hart	09	2011	15.000
Jim%20Ray%20Hart	10	2006	0
Jim%20Ray%20Hart	10	2007	0
Jim%20Ray%20Hart	10	2008	7.000
Jim%20Ray%20Hart	10	2009	10.000
Jim%20Ray%20Hart	10	2010	25.000
Jim%20Ray%20Hart	10	2011	18.000
Jim%20Ray%20Hart	11	2006	0
Jim%20Ray%20Hart	11	2007	0
Jim%20Ray%20Hart	11	2008	5.000
Jim%20Ray%20Hart	11	2009	8.000
Jim%20Ray%20Hart	11	2010	23.000
Jim%20Ray%20Hart	11	2011	17.000
Jim%20Ray%20Hart	12	2006	0
Jim%20Ray%20Hart	12	2007	7.000
Jim%20Ray%20Hart	12	2008	6.000
Jim%20Ray%20Hart	12	2009	10.000
Jim%20Ray%20Hart	12	2010	12.000
Jim%20Ray%20Hart	12	2011	12.000
Grady%20Hatton	01	2006	0
Grady%20Hatton	01	2007	0
Grady%20Hatton	01	2008	11.000
Grady%20Hatton	01	2009	8.000
Grady%20Hatton	01	2010	6.000
Grady%20Hatton	01	2011	12.000
Grady%20Hatton	02	2006	0
Grady%20Hatton	02	2007	0
Grady%20Hatton	02	2008	9.000
Grady%20Hatton	02	2009	8.000
Grady%20Hatton	02	2010	8.000
Grady%20Hatton	02	2011	11.000
Grady%20Hatton	03	2006	0
Grady%20Hatton	03	2007	0
Grady%20Hatton	03	2008	8.000
Grady%20Hatton	03	2009	10.000
Grady%20Hatton	03	2010	13.000
Grady%20Hatton	03	2011	11.000
Grady%20Hatton	04	2006	0
Grady%20Hatton	04	2007	0
Grady%20Hatton	04	2008	9.000
Grady%20Hatton	04	2009	9.000
Grady%20Hatton	04	2010	16.000
Grady%20Hatton	04	2011	7.000
Grady%20Hatton	05	2006	0
Grady%20Hatton	05	2007	0
Grady%20Hatton	05	2008	10.000
Grady%20Hatton	05	2009	8.000
Grady%20Hatton	05	2010	14.000
Grady%20Hatton	05	2011	9.000
Grady%20Hatton	06	2006	0
Grady%20Hatton	06	2007	0
Grady%20Hatton	06	2008	8.000
Grady%20Hatton	06	2009	8.000
Grady%20Hatton	06	2010	13.000
Grady%20Hatton	06	2011	9.000
Grady%20Hatton	07	2006	0
Grady%20Hatton	07	2007	0
Grady%20Hatton	07	2008	8.000
Grady%20Hatton	07	2009	9.000
Grady%20Hatton	07	2010	13.000
Grady%20Hatton	07	2011	9.000
Grady%20Hatton	08	2006	0
Grady%20Hatton	08	2007	0
Grady%20Hatton	08	2008	6.000
Grady%20Hatton	08	2009	9.000
Grady%20Hatton	08	2010	17.000
Grady%20Hatton	08	2011	11.000
Grady%20Hatton	09	2006	0
Grady%20Hatton	09	2007	0
Grady%20Hatton	09	2008	6.000
Grady%20Hatton	09	2009	9.000
Grady%20Hatton	09	2010	13.000
Grady%20Hatton	09	2011	9.000
Grady%20Hatton	10	2006	0
Grady%20Hatton	10	2007	0
Grady%20Hatton	10	2008	9.000
Grady%20Hatton	10	2009	13.000
Grady%20Hatton	10	2010	20.000
Grady%20Hatton	10	2011	15.000
Grady%20Hatton	11	2006	0
Grady%20Hatton	11	2007	0
Grady%20Hatton	11	2008	5.000
Grady%20Hatton	11	2009	8.000
Grady%20Hatton	11	2010	13.000
Grady%20Hatton	11	2011	18.000
Grady%20Hatton	12	2006	0
Grady%20Hatton	12	2007	11.000
Grady%20Hatton	12	2008	6.000
Grady%20Hatton	12	2009	6.000
Grady%20Hatton	12	2010	12.000
Grady%20Hatton	12	2011	11.000
Frankie%20Hayes	01	2006	0
Frankie%20Hayes	01	2007	0
Frankie%20Hayes	01	2008	2.000
Frankie%20Hayes	01	2009	2.000
Frankie%20Hayes	01	2010	5.000
Frankie%20Hayes	01	2011	4.000
Frankie%20Hayes	02	2006	0
Frankie%20Hayes	02	2007	0
Frankie%20Hayes	02	2008	2.000
Frankie%20Hayes	02	2009	2.000
Frankie%20Hayes	02	2010	2.000
Frankie%20Hayes	02	2011	4.000
Frankie%20Hayes	03	2006	0
Frankie%20Hayes	03	2007	0
Frankie%20Hayes	03	2008	2.000
Frankie%20Hayes	03	2009	2.000
Frankie%20Hayes	03	2010	4.000
Frankie%20Hayes	03	2011	4.000
Frankie%20Hayes	04	2006	0
Frankie%20Hayes	04	2007	0
Frankie%20Hayes	04	2008	3.000
Frankie%20Hayes	04	2009	2.000
Frankie%20Hayes	04	2010	4.000
Frankie%20Hayes	04	2011	5.000
Frankie%20Hayes	05	2006	0
Frankie%20Hayes	05	2007	0
Frankie%20Hayes	05	2008	3.000
Frankie%20Hayes	05	2009	2.000
Frankie%20Hayes	05	2010	5.000
Frankie%20Hayes	05	2011	4.000
Frankie%20Hayes	06	2006	0
Frankie%20Hayes	06	2007	0
Frankie%20Hayes	06	2008	3.000
Frankie%20Hayes	06	2009	2.000
Frankie%20Hayes	06	2010	3.000
Frankie%20Hayes	06	2011	6.000
Frankie%20Hayes	07	2006	0
Frankie%20Hayes	07	2007	0
Frankie%20Hayes	07	2008	3.000
Frankie%20Hayes	07	2009	3.000
Frankie%20Hayes	07	2010	3.000
Frankie%20Hayes	07	2011	5.000
Frankie%20Hayes	08	2006	0
Frankie%20Hayes	08	2007	0
Frankie%20Hayes	08	2008	2.000
Frankie%20Hayes	08	2009	3.000
Frankie%20Hayes	08	2010	7.000
Frankie%20Hayes	08	2011	4.000
Frankie%20Hayes	09	2006	0
Frankie%20Hayes	09	2007	0
Frankie%20Hayes	09	2008	4.000
Frankie%20Hayes	09	2009	3.000
Frankie%20Hayes	09	2010	5.000
Frankie%20Hayes	09	2011	3.000
Frankie%20Hayes	10	2006	0
Frankie%20Hayes	10	2007	0
Frankie%20Hayes	10	2008	3.000
Frankie%20Hayes	10	2009	2.000
Frankie%20Hayes	10	2010	6.000
Frankie%20Hayes	10	2011	6.000
Frankie%20Hayes	11	2006	0
Frankie%20Hayes	11	2007	0
Frankie%20Hayes	11	2008	2.000
Frankie%20Hayes	11	2009	3.000
Frankie%20Hayes	11	2010	5.000
Frankie%20Hayes	11	2011	4.000
Frankie%20Hayes	12	2006	0
Frankie%20Hayes	12	2007	3.000
Frankie%20Hayes	12	2008	3.000
Frankie%20Hayes	12	2009	7.000
Frankie%20Hayes	12	2010	5.000
Frankie%20Hayes	12	2011	4.000
Von%20Hayes	01	2006	0
Von%20Hayes	01	2007	0
Von%20Hayes	01	2008	27.000
Von%20Hayes	01	2009	30.000
Von%20Hayes	01	2010	52.000
Von%20Hayes	01	2011	41.000
Von%20Hayes	02	2006	0
Von%20Hayes	02	2007	0
Von%20Hayes	02	2008	28.000
Von%20Hayes	02	2009	32.000
Von%20Hayes	02	2010	39.000
Von%20Hayes	02	2011	37.000
Von%20Hayes	03	2006	0
Von%20Hayes	03	2007	0
Von%20Hayes	03	2008	37.000
Von%20Hayes	03	2009	36.000
Von%20Hayes	03	2010	61.000
Von%20Hayes	03	2011	38.000
Von%20Hayes	04	2006	0
Von%20Hayes	04	2007	0
Von%20Hayes	04	2008	54.000
Von%20Hayes	04	2009	60.000
Von%20Hayes	04	2010	58.000
Von%20Hayes	04	2011	57.000
Von%20Hayes	05	2006	0
Von%20Hayes	05	2007	0
Von%20Hayes	05	2008	70.000
Von%20Hayes	05	2009	52.000
Von%20Hayes	05	2010	71.000
Von%20Hayes	05	2011	57.000
Von%20Hayes	06	2006	0
Von%20Hayes	06	2007	0
Von%20Hayes	06	2008	46.000
Von%20Hayes	06	2009	64.000
Von%20Hayes	06	2010	84.000
Von%20Hayes	06	2011	56.000
Von%20Hayes	07	2006	0
Von%20Hayes	07	2007	0
Von%20Hayes	07	2008	51.000
Von%20Hayes	07	2009	78.000
Von%20Hayes	07	2010	69.000
Von%20Hayes	07	2011	77.000
Von%20Hayes	08	2006	0
Von%20Hayes	08	2007	0
Von%20Hayes	08	2008	87.000
Von%20Hayes	08	2009	55.000
Von%20Hayes	08	2010	95.000
Von%20Hayes	08	2011	51.000
Von%20Hayes	09	2006	0
Von%20Hayes	09	2007	0
Von%20Hayes	09	2008	53.000
Von%20Hayes	09	2009	31.000
Von%20Hayes	09	2010	57.000
