playername	month	year	traf
Bob%20Brenly	09	2010	108.000
Bob%20Brenly	09	2011	74.000
Bob%20Brenly	10	2006	0
Bob%20Brenly	10	2007	0
Bob%20Brenly	10	2008	160.000
Bob%20Brenly	10	2009	119.000
Bob%20Brenly	10	2010	232.000
Bob%20Brenly	10	2011	172.000
Bob%20Brenly	11	2006	0
Bob%20Brenly	11	2007	0
Bob%20Brenly	11	2008	35.000
Bob%20Brenly	11	2009	45.000
Bob%20Brenly	11	2010	66.000
Bob%20Brenly	11	2011	64.000
Bob%20Brenly	12	2006	0
Bob%20Brenly	12	2007	25.000
Bob%20Brenly	12	2008	35.000
Bob%20Brenly	12	2009	26.000
Bob%20Brenly	12	2010	59.000
Bob%20Brenly	12	2011	30.000
Eddie%20Bressoud	01	2006	0
Eddie%20Bressoud	01	2007	0
Eddie%20Bressoud	01	2008	5.000
Eddie%20Bressoud	01	2009	3.000
Eddie%20Bressoud	01	2010	3.000
Eddie%20Bressoud	01	2011	5.000
Eddie%20Bressoud	02	2006	0
Eddie%20Bressoud	02	2007	0
Eddie%20Bressoud	02	2008	3.000
Eddie%20Bressoud	02	2009	3.000
Eddie%20Bressoud	02	2010	4.000
Eddie%20Bressoud	02	2011	6.000
Eddie%20Bressoud	03	2006	0
Eddie%20Bressoud	03	2007	0
Eddie%20Bressoud	03	2008	3.000
Eddie%20Bressoud	03	2009	3.000
Eddie%20Bressoud	03	2010	6.000
Eddie%20Bressoud	03	2011	6.000
Eddie%20Bressoud	04	2006	0
Eddie%20Bressoud	04	2007	0
Eddie%20Bressoud	04	2008	5.000
Eddie%20Bressoud	04	2009	4.000
Eddie%20Bressoud	04	2010	7.000
Eddie%20Bressoud	04	2011	6.000
Eddie%20Bressoud	05	2006	0
Eddie%20Bressoud	05	2007	0
Eddie%20Bressoud	05	2008	5.000
Eddie%20Bressoud	05	2009	5.000
Eddie%20Bressoud	05	2010	8.000
Eddie%20Bressoud	05	2011	8.000
Eddie%20Bressoud	06	2006	0
Eddie%20Bressoud	06	2007	0
Eddie%20Bressoud	06	2008	4.000
Eddie%20Bressoud	06	2009	5.000
Eddie%20Bressoud	06	2010	6.000
Eddie%20Bressoud	06	2011	6.000
Eddie%20Bressoud	07	2006	0
Eddie%20Bressoud	07	2007	0
Eddie%20Bressoud	07	2008	4.000
Eddie%20Bressoud	07	2009	5.000
Eddie%20Bressoud	07	2010	5.000
Eddie%20Bressoud	07	2011	11.000
Eddie%20Bressoud	08	2006	0
Eddie%20Bressoud	08	2007	0
Eddie%20Bressoud	08	2008	4.000
Eddie%20Bressoud	08	2009	5.000
Eddie%20Bressoud	08	2010	7.000
Eddie%20Bressoud	08	2011	6.000
Eddie%20Bressoud	09	2006	0
Eddie%20Bressoud	09	2007	0
Eddie%20Bressoud	09	2008	4.000
Eddie%20Bressoud	09	2009	8.000
Eddie%20Bressoud	09	2010	7.000
Eddie%20Bressoud	09	2011	4.000
Eddie%20Bressoud	10	2006	0
Eddie%20Bressoud	10	2007	0
Eddie%20Bressoud	10	2008	6.000
Eddie%20Bressoud	10	2009	4.000
Eddie%20Bressoud	10	2010	13.000
Eddie%20Bressoud	10	2011	7.000
Eddie%20Bressoud	11	2006	0
Eddie%20Bressoud	11	2007	0
Eddie%20Bressoud	11	2008	2.000
Eddie%20Bressoud	11	2009	4.000
Eddie%20Bressoud	11	2010	8.000
Eddie%20Bressoud	11	2011	6.000
Eddie%20Bressoud	12	2006	0
Eddie%20Bressoud	12	2007	6.000
Eddie%20Bressoud	12	2008	2.000
Eddie%20Bressoud	12	2009	6.000
Eddie%20Bressoud	12	2010	6.000
Eddie%20Bressoud	12	2011	6.000
George%20Brett	01	2006	0
George%20Brett	01	2007	0
George%20Brett	01	2008	40.000
George%20Brett	01	2009	37.000
George%20Brett	01	2010	33.000
George%20Brett	01	2011	35.000
George%20Brett	02	2006	0
George%20Brett	02	2007	0
George%20Brett	02	2008	36.000
George%20Brett	02	2009	43.000
George%20Brett	02	2010	29.000
George%20Brett	02	2011	36.000
George%20Brett	03	2006	0
George%20Brett	03	2007	0
George%20Brett	03	2008	58.000
George%20Brett	03	2009	41.000
George%20Brett	03	2010	33.000
George%20Brett	03	2011	45.000
George%20Brett	04	2006	0
George%20Brett	04	2007	0
George%20Brett	04	2008	82.000
George%20Brett	04	2009	62.000
George%20Brett	04	2010	54.000
George%20Brett	04	2011	57.000
George%20Brett	05	2006	0
George%20Brett	05	2007	0
George%20Brett	05	2008	107.000
George%20Brett	05	2009	121.000
George%20Brett	05	2010	57.000
George%20Brett	05	2011	58.000
George%20Brett	06	2006	0
George%20Brett	06	2007	0
George%20Brett	06	2008	90.000
George%20Brett	06	2009	57.000
George%20Brett	06	2010	49.000
George%20Brett	06	2011	54.000
George%20Brett	07	2006	0
George%20Brett	07	2007	0
George%20Brett	07	2008	111.000
George%20Brett	07	2009	75.000
George%20Brett	07	2010	56.000
George%20Brett	07	2011	74.000
George%20Brett	08	2006	0
George%20Brett	08	2007	0
George%20Brett	08	2008	53.000
George%20Brett	08	2009	62.000
George%20Brett	08	2010	68.000
George%20Brett	08	2011	47.000
George%20Brett	09	2006	0
George%20Brett	09	2007	0
George%20Brett	09	2008	69.000
George%20Brett	09	2009	53.000
George%20Brett	09	2010	47.000
George%20Brett	09	2011	31.000
George%20Brett	10	2006	0
George%20Brett	10	2007	0
George%20Brett	10	2008	59.000
George%20Brett	10	2009	46.000
George%20Brett	10	2010	44.000
George%20Brett	10	2011	132.000
George%20Brett	11	2006	0
George%20Brett	11	2007	0
George%20Brett	11	2008	28.000
George%20Brett	11	2009	37.000
George%20Brett	11	2010	36.000
George%20Brett	11	2011	130.000
George%20Brett	12	2006	0
George%20Brett	12	2007	52.000
George%20Brett	12	2008	28.000
George%20Brett	12	2009	29.000
George%20Brett	12	2010	29.000
George%20Brett	12	2011	134.000
Ken%20Brett	01	2006	0
Ken%20Brett	01	2007	0
Ken%20Brett	01	2008	25.000
Ken%20Brett	01	2009	25.000
Ken%20Brett	01	2010	28.000
Ken%20Brett	01	2011	29.000
Ken%20Brett	02	2006	0
Ken%20Brett	02	2007	0
Ken%20Brett	02	2008	22.000
Ken%20Brett	02	2009	29.000
Ken%20Brett	02	2010	26.000
Ken%20Brett	02	2011	30.000
Ken%20Brett	03	2006	0
Ken%20Brett	03	2007	0
Ken%20Brett	03	2008	25.000
Ken%20Brett	03	2009	32.000
Ken%20Brett	03	2010	30.000
Ken%20Brett	03	2011	28.000
Ken%20Brett	04	2006	0
Ken%20Brett	04	2007	0
Ken%20Brett	04	2008	35.000
Ken%20Brett	04	2009	42.000
Ken%20Brett	04	2010	39.000
Ken%20Brett	04	2011	38.000
Ken%20Brett	05	2006	0
Ken%20Brett	05	2007	0
Ken%20Brett	05	2008	50.000
Ken%20Brett	05	2009	77.000
Ken%20Brett	05	2010	43.000
Ken%20Brett	05	2011	51.000
Ken%20Brett	06	2006	0
Ken%20Brett	06	2007	0
Ken%20Brett	06	2008	46.000
Ken%20Brett	06	2009	43.000
Ken%20Brett	06	2010	30.000
Ken%20Brett	06	2011	48.000
Ken%20Brett	07	2006	0
Ken%20Brett	07	2007	0
Ken%20Brett	07	2008	45.000
Ken%20Brett	07	2009	46.000
Ken%20Brett	07	2010	37.000
Ken%20Brett	07	2011	62.000
Ken%20Brett	08	2006	0
Ken%20Brett	08	2007	0
Ken%20Brett	08	2008	35.000
Ken%20Brett	08	2009	42.000
Ken%20Brett	08	2010	48.000
Ken%20Brett	08	2011	40.000
Ken%20Brett	09	2006	0
Ken%20Brett	09	2007	0
Ken%20Brett	09	2008	42.000
Ken%20Brett	09	2009	41.000
Ken%20Brett	09	2010	41.000
Ken%20Brett	09	2011	31.000
Ken%20Brett	10	2006	0
Ken%20Brett	10	2007	0
Ken%20Brett	10	2008	44.000
Ken%20Brett	10	2009	36.000
Ken%20Brett	10	2010	37.000
Ken%20Brett	10	2011	32.000
Ken%20Brett	11	2006	0
Ken%20Brett	11	2007	0
Ken%20Brett	11	2008	24.000
Ken%20Brett	11	2009	36.000
Ken%20Brett	11	2010	38.000
Ken%20Brett	11	2011	28.000
Ken%20Brett	12	2006	0
Ken%20Brett	12	2007	20.000
Ken%20Brett	12	2008	25.000
Ken%20Brett	12	2009	26.000
Ken%20Brett	12	2010	26.000
Ken%20Brett	12	2011	23.000
Jim%20Brewer	01	2006	0
Jim%20Brewer	01	2007	0
Jim%20Brewer	01	2008	62.000
Jim%20Brewer	01	2009	27.000
Jim%20Brewer	01	2010	19.000
Jim%20Brewer	01	2011	33.000
Jim%20Brewer	02	2006	0
Jim%20Brewer	02	2007	0
Jim%20Brewer	02	2008	45.000
Jim%20Brewer	02	2009	18.000
Jim%20Brewer	02	2010	19.000
Jim%20Brewer	02	2011	33.000
Jim%20Brewer	03	2006	0
Jim%20Brewer	03	2007	0
Jim%20Brewer	03	2008	23.000
Jim%20Brewer	03	2009	21.000
Jim%20Brewer	03	2010	27.000
Jim%20Brewer	03	2011	30.000
Jim%20Brewer	04	2006	0
Jim%20Brewer	04	2007	0
Jim%20Brewer	04	2008	25.000
Jim%20Brewer	04	2009	29.000
Jim%20Brewer	04	2010	27.000
Jim%20Brewer	04	2011	29.000
Jim%20Brewer	05	2006	0
Jim%20Brewer	05	2007	0
Jim%20Brewer	05	2008	23.000
Jim%20Brewer	05	2009	21.000
Jim%20Brewer	05	2010	41.000
Jim%20Brewer	05	2011	28.000
Jim%20Brewer	06	2006	0
Jim%20Brewer	06	2007	0
Jim%20Brewer	06	2008	30.000
Jim%20Brewer	06	2009	21.000
Jim%20Brewer	06	2010	29.000
Jim%20Brewer	06	2011	31.000
Jim%20Brewer	07	2006	0
Jim%20Brewer	07	2007	0
Jim%20Brewer	07	2008	23.000
Jim%20Brewer	07	2009	38.000
Jim%20Brewer	07	2010	33.000
Jim%20Brewer	07	2011	27.000
Jim%20Brewer	08	2006	0
Jim%20Brewer	08	2007	0
Jim%20Brewer	08	2008	23.000
Jim%20Brewer	08	2009	35.000
Jim%20Brewer	08	2010	36.000
Jim%20Brewer	08	2011	26.000
Jim%20Brewer	09	2006	0
Jim%20Brewer	09	2007	0
Jim%20Brewer	09	2008	19.000
Jim%20Brewer	09	2009	44.000
Jim%20Brewer	09	2010	33.000
Jim%20Brewer	09	2011	26.000
Jim%20Brewer	10	2006	0
Jim%20Brewer	10	2007	0
Jim%20Brewer	10	2008	22.000
Jim%20Brewer	10	2009	23.000
Jim%20Brewer	10	2010	43.000
Jim%20Brewer	10	2011	28.000
Jim%20Brewer	11	2006	0
Jim%20Brewer	11	2007	0
Jim%20Brewer	11	2008	23.000
Jim%20Brewer	11	2009	27.000
Jim%20Brewer	11	2010	45.000
Jim%20Brewer	11	2011	33.000
Jim%20Brewer	12	2006	0
Jim%20Brewer	12	2007	48.000
Jim%20Brewer	12	2008	19.000
Jim%20Brewer	12	2009	25.000
Jim%20Brewer	12	2010	27.000
Jim%20Brewer	12	2011	28.000
Tom%20Brewer	01	2006	0
Tom%20Brewer	01	2007	0
Tom%20Brewer	01	2008	6.000
Tom%20Brewer	01	2009	4.000
Tom%20Brewer	01	2010	5.000
Tom%20Brewer	01	2011	11.000
Tom%20Brewer	02	2006	0
Tom%20Brewer	02	2007	0
Tom%20Brewer	02	2008	4.000
Tom%20Brewer	02	2009	4.000
Tom%20Brewer	02	2010	5.000
Tom%20Brewer	02	2011	10.000
Tom%20Brewer	03	2006	0
Tom%20Brewer	03	2007	0
Tom%20Brewer	03	2008	3.000
Tom%20Brewer	03	2009	8.000
Tom%20Brewer	03	2010	12.000
Tom%20Brewer	03	2011	9.000
Tom%20Brewer	04	2006	0
Tom%20Brewer	04	2007	0
Tom%20Brewer	04	2008	5.000
Tom%20Brewer	04	2009	5.000
Tom%20Brewer	04	2010	13.000
Tom%20Brewer	04	2011	8.000
Tom%20Brewer	05	2006	0
Tom%20Brewer	05	2007	0
Tom%20Brewer	05	2008	5.000
Tom%20Brewer	05	2009	4.000
Tom%20Brewer	05	2010	14.000
Tom%20Brewer	05	2011	9.000
Tom%20Brewer	06	2006	0
Tom%20Brewer	06	2007	0
Tom%20Brewer	06	2008	4.000
Tom%20Brewer	06	2009	5.000
Tom%20Brewer	06	2010	11.000
Tom%20Brewer	06	2011	11.000
Tom%20Brewer	07	2006	0
Tom%20Brewer	07	2007	0
Tom%20Brewer	07	2008	7.000
Tom%20Brewer	07	2009	5.000
Tom%20Brewer	07	2010	13.000
Tom%20Brewer	07	2011	8.000
Tom%20Brewer	08	2006	0
Tom%20Brewer	08	2007	0
Tom%20Brewer	08	2008	5.000
Tom%20Brewer	08	2009	5.000
Tom%20Brewer	08	2010	15.000
Tom%20Brewer	08	2011	9.000
Tom%20Brewer	09	2006	0
Tom%20Brewer	09	2007	0
Tom%20Brewer	09	2008	5.000
Tom%20Brewer	09	2009	7.000
Tom%20Brewer	09	2010	13.000
Tom%20Brewer	09	2011	7.000
Tom%20Brewer	10	2006	0
Tom%20Brewer	10	2007	0
Tom%20Brewer	10	2008	5.000
Tom%20Brewer	10	2009	5.000
Tom%20Brewer	10	2010	12.000
Tom%20Brewer	10	2011	9.000
Tom%20Brewer	11	2006	0
Tom%20Brewer	11	2007	0
Tom%20Brewer	11	2008	3.000
Tom%20Brewer	11	2009	4.000
Tom%20Brewer	11	2010	12.000
Tom%20Brewer	11	2011	13.000
Tom%20Brewer	12	2006	0
Tom%20Brewer	12	2007	4.000
Tom%20Brewer	12	2008	4.000
Tom%20Brewer	12	2009	7.000
Tom%20Brewer	12	2010	11.000
Tom%20Brewer	12	2011	11.000
Rocky%20Bridges	01	2006	0
Rocky%20Bridges	01	2007	0
Rocky%20Bridges	01	2008	6.000
Rocky%20Bridges	01	2009	8.000
Rocky%20Bridges	01	2010	6.000
Rocky%20Bridges	01	2011	10.000
Rocky%20Bridges	02	2006	0
Rocky%20Bridges	02	2007	0
Rocky%20Bridges	02	2008	6.000
Rocky%20Bridges	02	2009	6.000
Rocky%20Bridges	02	2010	7.000
Rocky%20Bridges	02	2011	8.000
Rocky%20Bridges	03	2006	0
Rocky%20Bridges	03	2007	0
Rocky%20Bridges	03	2008	4.000
Rocky%20Bridges	03	2009	7.000
Rocky%20Bridges	03	2010	11.000
Rocky%20Bridges	03	2011	8.000
Rocky%20Bridges	04	2006	0
Rocky%20Bridges	04	2007	0
Rocky%20Bridges	04	2008	6.000
Rocky%20Bridges	04	2009	9.000
Rocky%20Bridges	04	2010	9.000
Rocky%20Bridges	04	2011	8.000
Rocky%20Bridges	05	2006	0
Rocky%20Bridges	05	2007	0
Rocky%20Bridges	05	2008	8.000
Rocky%20Bridges	05	2009	8.000
Rocky%20Bridges	05	2010	10.000
Rocky%20Bridges	05	2011	8.000
Rocky%20Bridges	06	2006	0
Rocky%20Bridges	06	2007	0
Rocky%20Bridges	06	2008	7.000
Rocky%20Bridges	06	2009	8.000
Rocky%20Bridges	06	2010	7.000
Rocky%20Bridges	06	2011	9.000
Rocky%20Bridges	07	2006	0
Rocky%20Bridges	07	2007	0
Rocky%20Bridges	07	2008	9.000
Rocky%20Bridges	07	2009	8.000
Rocky%20Bridges	07	2010	8.000
Rocky%20Bridges	07	2011	11.000
Rocky%20Bridges	08	2006	0
Rocky%20Bridges	08	2007	0
Rocky%20Bridges	08	2008	7.000
Rocky%20Bridges	08	2009	7.000
Rocky%20Bridges	08	2010	12.000
Rocky%20Bridges	08	2011	11.000
Rocky%20Bridges	09	2006	0
Rocky%20Bridges	09	2007	0
Rocky%20Bridges	09	2008	7.000
Rocky%20Bridges	09	2009	9.000
Rocky%20Bridges	09	2010	10.000
Rocky%20Bridges	09	2011	7.000
Rocky%20Bridges	10	2006	0
Rocky%20Bridges	10	2007	0
Rocky%20Bridges	10	2008	8.000
Rocky%20Bridges	10	2009	7.000
Rocky%20Bridges	10	2010	11.000
Rocky%20Bridges	10	2011	9.000
Rocky%20Bridges	11	2006	0
Rocky%20Bridges	11	2007	0
Rocky%20Bridges	11	2008	6.000
Rocky%20Bridges	11	2009	6.000
Rocky%20Bridges	11	2010	8.000
Rocky%20Bridges	11	2011	10.000
Rocky%20Bridges	12	2006	0
Rocky%20Bridges	12	2007	6.000
Rocky%20Bridges	12	2008	6.000
Rocky%20Bridges	12	2009	6.000
Rocky%20Bridges	12	2010	10.000
Rocky%20Bridges	12	2011	8.000
Ed%20Brinkman	01	2006	0
Ed%20Brinkman	01	2007	0
Ed%20Brinkman	01	2008	12.000
Ed%20Brinkman	01	2009	14.000
Ed%20Brinkman	01	2010	14.000
Ed%20Brinkman	01	2011	12.000
Ed%20Brinkman	02	2006	0
Ed%20Brinkman	02	2007	0
Ed%20Brinkman	02	2008	9.000
Ed%20Brinkman	02	2009	12.000
Ed%20Brinkman	02	2010	12.000
Ed%20Brinkman	02	2011	12.000
Ed%20Brinkman	03	2006	0
Ed%20Brinkman	03	2007	0
Ed%20Brinkman	03	2008	9.000
Ed%20Brinkman	03	2009	13.000
Ed%20Brinkman	03	2010	13.000
Ed%20Brinkman	03	2011	14.000
Ed%20Brinkman	04	2006	0
Ed%20Brinkman	04	2007	0
Ed%20Brinkman	04	2008	13.000
Ed%20Brinkman	04	2009	14.000
Ed%20Brinkman	04	2010	16.000
Ed%20Brinkman	04	2011	17.000
Ed%20Brinkman	05	2006	0
Ed%20Brinkman	05	2007	0
Ed%20Brinkman	05	2008	14.000
Ed%20Brinkman	05	2009	13.000
Ed%20Brinkman	05	2010	17.000
Ed%20Brinkman	05	2011	18.000
Ed%20Brinkman	06	2006	0
Ed%20Brinkman	06	2007	0
Ed%20Brinkman	06	2008	15.000
Ed%20Brinkman	06	2009	16.000
Ed%20Brinkman	06	2010	12.000
Ed%20Brinkman	06	2011	20.000
Ed%20Brinkman	07	2006	0
Ed%20Brinkman	07	2007	0
Ed%20Brinkman	07	2008	15.000
Ed%20Brinkman	07	2009	16.000
Ed%20Brinkman	07	2010	13.000
Ed%20Brinkman	07	2011	21.000
Ed%20Brinkman	08	2006	0
Ed%20Brinkman	08	2007	0
Ed%20Brinkman	08	2008	12.000
Ed%20Brinkman	08	2009	16.000
Ed%20Brinkman	08	2010	19.000
Ed%20Brinkman	08	2011	19.000
Ed%20Brinkman	09	2006	0
Ed%20Brinkman	09	2007	0
Ed%20Brinkman	09	2008	12.000
Ed%20Brinkman	09	2009	14.000
Ed%20Brinkman	09	2010	15.000
Ed%20Brinkman	09	2011	13.000
Ed%20Brinkman	10	2006	0
Ed%20Brinkman	10	2007	0
Ed%20Brinkman	10	2008	119.000
Ed%20Brinkman	10	2009	21.000
Ed%20Brinkman	10	2010	18.000
Ed%20Brinkman	10	2011	20.000
Ed%20Brinkman	11	2006	0
Ed%20Brinkman	11	2007	0
Ed%20Brinkman	11	2008	14.000
Ed%20Brinkman	11	2009	13.000
Ed%20Brinkman	11	2010	15.000
Ed%20Brinkman	11	2011	16.000
Ed%20Brinkman	12	2006	0
Ed%20Brinkman	12	2007	11.000
Ed%20Brinkman	12	2008	15.000
Ed%20Brinkman	12	2009	15.000
Ed%20Brinkman	12	2010	17.000
Ed%20Brinkman	12	2011	15.000
Lou%20Brissie	01	2006	0
Lou%20Brissie	01	2007	0
Lou%20Brissie	01	2008	6.000
Lou%20Brissie	01	2009	3.000
Lou%20Brissie	01	2010	4.000
Lou%20Brissie	01	2011	8.000
Lou%20Brissie	02	2006	0
Lou%20Brissie	02	2007	0
Lou%20Brissie	02	2008	4.000
Lou%20Brissie	02	2009	6.000
Lou%20Brissie	02	2010	5.000
Lou%20Brissie	02	2011	5.000
Lou%20Brissie	03	2006	0
Lou%20Brissie	03	2007	0
Lou%20Brissie	03	2008	4.000
Lou%20Brissie	03	2009	9.000
Lou%20Brissie	03	2010	7.000
Lou%20Brissie	03	2011	5.000
Lou%20Brissie	04	2006	0
Lou%20Brissie	04	2007	0
Lou%20Brissie	04	2008	6.000
Lou%20Brissie	04	2009	9.000
Lou%20Brissie	04	2010	8.000
Lou%20Brissie	04	2011	6.000
Lou%20Brissie	05	2006	0
Lou%20Brissie	05	2007	0
Lou%20Brissie	05	2008	6.000
Lou%20Brissie	05	2009	17.000
Lou%20Brissie	05	2010	11.000
Lou%20Brissie	05	2011	9.000
Lou%20Brissie	06	2006	0
Lou%20Brissie	06	2007	0
Lou%20Brissie	06	2008	6.000
Lou%20Brissie	06	2009	8.000
Lou%20Brissie	06	2010	6.000
Lou%20Brissie	06	2011	6.000
Lou%20Brissie	07	2006	0
Lou%20Brissie	07	2007	0
Lou%20Brissie	07	2008	6.000
Lou%20Brissie	07	2009	8.000
Lou%20Brissie	07	2010	6.000
Lou%20Brissie	07	2011	6.000
Lou%20Brissie	08	2006	0
Lou%20Brissie	08	2007	0
Lou%20Brissie	08	2008	4.000
Lou%20Brissie	08	2009	9.000
Lou%20Brissie	08	2010	8.000
Lou%20Brissie	08	2011	5.000
Lou%20Brissie	09	2006	0
Lou%20Brissie	09	2007	0
Lou%20Brissie	09	2008	4.000
Lou%20Brissie	09	2009	9.000
Lou%20Brissie	09	2010	7.000
Lou%20Brissie	09	2011	4.000
Lou%20Brissie	10	2006	0
Lou%20Brissie	10	2007	0
Lou%20Brissie	10	2008	4.000
Lou%20Brissie	10	2009	6.000
Lou%20Brissie	10	2010	9.000
Lou%20Brissie	10	2011	6.000
Lou%20Brissie	11	2006	0
Lou%20Brissie	11	2007	0
Lou%20Brissie	11	2008	3.000
Lou%20Brissie	11	2009	6.000
Lou%20Brissie	11	2010	12.000
Lou%20Brissie	11	2011	4.000
Lou%20Brissie	12	2006	0
Lou%20Brissie	12	2007	5.000
Lou%20Brissie	12	2008	3.000
Lou%20Brissie	12	2009	4.000
Lou%20Brissie	12	2010	6.000
Lou%20Brissie	12	2011	6.000
Lou%20Brock	01	2006	0
Lou%20Brock	01	2007	0
Lou%20Brock	01	2008	103.000
Lou%20Brock	01	2009	160.000
Lou%20Brock	01	2010	120.000
Lou%20Brock	01	2011	134.000
Lou%20Brock	02	2006	0
Lou%20Brock	02	2007	0
Lou%20Brock	02	2008	113.000
Lou%20Brock	02	2009	139.000
Lou%20Brock	02	2010	122.000
Lou%20Brock	02	2011	143.000
Lou%20Brock	03	2006	0
Lou%20Brock	03	2007	0
Lou%20Brock	03	2008	98.000
Lou%20Brock	03	2009	138.000
Lou%20Brock	03	2010	148.000
Lou%20Brock	03	2011	134.000
Lou%20Brock	04	2006	0
Lou%20Brock	04	2007	0
Lou%20Brock	04	2008	157.000
Lou%20Brock	04	2009	171.000
Lou%20Brock	04	2010	189.000
Lou%20Brock	04	2011	169.000
Lou%20Brock	05	2006	0
Lou%20Brock	05	2007	0
Lou%20Brock	05	2008	155.000
Lou%20Brock	05	2009	196.000
Lou%20Brock	05	2010	206.000
Lou%20Brock	05	2011	180.000
Lou%20Brock	06	2006	0
Lou%20Brock	06	2007	0
Lou%20Brock	06	2008	159.000
Lou%20Brock	06	2009	200.000
Lou%20Brock	06	2010	153.000
Lou%20Brock	06	2011	195.000
Lou%20Brock	07	2006	0
Lou%20Brock	07	2007	0
Lou%20Brock	07	2008	165.000
Lou%20Brock	07	2009	323.000
Lou%20Brock	07	2010	203.000
Lou%20Brock	07	2011	357.000
Lou%20Brock	08	2006	0
Lou%20Brock	08	2007	0
Lou%20Brock	08	2008	136.000
Lou%20Brock	08	2009	181.000
Lou%20Brock	08	2010	228.000
Lou%20Brock	08	2011	227.000
Lou%20Brock	09	2006	0
Lou%20Brock	09	2007	0
Lou%20Brock	09	2008	110.000
Lou%20Brock	09	2009	150.000
Lou%20Brock	09	2010	174.000
Lou%20Brock	09	2011	126.000
Lou%20Brock	10	2006	0
Lou%20Brock	10	2007	0
Lou%20Brock	10	2008	121.000
Lou%20Brock	10	2009	149.000
Lou%20Brock	10	2010	161.000
Lou%20Brock	10	2011	289.000
Lou%20Brock	11	2006	0
Lou%20Brock	11	2007	0
Lou%20Brock	11	2008	81.000
Lou%20Brock	11	2009	119.000
Lou%20Brock	11	2010	146.000
Lou%20Brock	11	2011	149.000
Lou%20Brock	12	2006	0
Lou%20Brock	12	2007	96.000
Lou%20Brock	12	2008	94.000
Lou%20Brock	12	2009	94.000
Lou%20Brock	12	2010	139.000
Lou%20Brock	12	2011	118.000
Hubie%20Brooks	01	2006	0
Hubie%20Brooks	01	2007	0
Hubie%20Brooks	01	2008	17.000
Hubie%20Brooks	01	2009	14.000
Hubie%20Brooks	01	2010	15.000
Hubie%20Brooks	01	2011	15.000
Hubie%20Brooks	02	2006	0
Hubie%20Brooks	02	2007	0
Hubie%20Brooks	02	2008	16.000
Hubie%20Brooks	02	2009	14.000
Hubie%20Brooks	02	2010	15.000
Hubie%20Brooks	02	2011	18.000
Hubie%20Brooks	03	2006	0
Hubie%20Brooks	03	2007	0
Hubie%20Brooks	03	2008	18.000
Hubie%20Brooks	03	2009	17.000
Hubie%20Brooks	03	2010	18.000
Hubie%20Brooks	03	2011	18.000
Hubie%20Brooks	04	2006	0
Hubie%20Brooks	04	2007	0
Hubie%20Brooks	04	2008	22.000
Hubie%20Brooks	04	2009	20.000
Hubie%20Brooks	04	2010	24.000
Hubie%20Brooks	04	2011	19.000
Hubie%20Brooks	05	2006	0
Hubie%20Brooks	05	2007	0
Hubie%20Brooks	05	2008	22.000
Hubie%20Brooks	05	2009	24.000
Hubie%20Brooks	05	2010	24.000
Hubie%20Brooks	05	2011	27.000
Hubie%20Brooks	06	2006	0
Hubie%20Brooks	06	2007	0
Hubie%20Brooks	06	2008	21.000
Hubie%20Brooks	06	2009	20.000
Hubie%20Brooks	06	2010	19.000
Hubie%20Brooks	06	2011	27.000
Hubie%20Brooks	07	2006	0
Hubie%20Brooks	07	2007	0
Hubie%20Brooks	07	2008	22.000
Hubie%20Brooks	07	2009	25.000
Hubie%20Brooks	07	2010	20.000
Hubie%20Brooks	07	2011	25.000
Hubie%20Brooks	08	2006	0
Hubie%20Brooks	08	2007	0
Hubie%20Brooks	08	2008	17.000
Hubie%20Brooks	08	2009	18.000
Hubie%20Brooks	08	2010	26.000
Hubie%20Brooks	08	2011	22.000
Hubie%20Brooks	09	2006	0
Hubie%20Brooks	09	2007	0
Hubie%20Brooks	09	2008	20.000
Hubie%20Brooks	09	2009	16.000
Hubie%20Brooks	09	2010	25.000
Hubie%20Brooks	09	2011	17.000
Hubie%20Brooks	10	2006	0
Hubie%20Brooks	10	2007	0
Hubie%20Brooks	10	2008	16.000
Hubie%20Brooks	10	2009	17.000
Hubie%20Brooks	10	2010	21.000
Hubie%20Brooks	10	2011	16.000
Hubie%20Brooks	11	2006	0
Hubie%20Brooks	11	2007	0
Hubie%20Brooks	11	2008	12.000
Hubie%20Brooks	11	2009	19.000
Hubie%20Brooks	11	2010	23.000
Hubie%20Brooks	11	2011	18.000
Hubie%20Brooks	12	2006	0
Hubie%20Brooks	12	2007	19.000
Hubie%20Brooks	12	2008	13.000
Hubie%20Brooks	12	2009	13.000
Hubie%20Brooks	12	2010	17.000
Hubie%20Brooks	12	2011	15.000
Chris%20Brown	01	2006	0
Chris%20Brown	01	2007	0
Chris%20Brown	01	2008	4432.000
Chris%20Brown	01	2009	5130.000
Chris%20Brown	01	2010	2747.000
Chris%20Brown	01	2011	4929.000
Chris%20Brown	02	2006	0
Chris%20Brown	02	2007	0
Chris%20Brown	02	2008	4618.000
Chris%20Brown	02	2009	13502.000
Chris%20Brown	02	2010	5254.000
Chris%20Brown	02	2011	4945.000
Chris%20Brown	03	2006	0
Chris%20Brown	03	2007	0
Chris%20Brown	03	2008	5066.000
Chris%20Brown	03	2009	6281.000
Chris%20Brown	03	2010	5221.000
Chris%20Brown	03	2011	9930.000
Chris%20Brown	04	2006	0
Chris%20Brown	04	2007	0
Chris%20Brown	04	2008	5753.000
Chris%20Brown	04	2009	3234.000
