playername	month	year	img	char
Mike%20LaCoss	7	2011	0	13517
Mike%20LaCoss	8	2006	0	7980
Mike%20LaCoss	8	2007	0	6399
Mike%20LaCoss	8	2008	0	6559
Mike%20LaCoss	8	2009	0	11477
Mike%20LaCoss	8	2010	0	12022
Mike%20LaCoss	8	2011	0	13517
Mike%20LaCoss	9	2006	0	7980
Mike%20LaCoss	9	2007	0	6399
Mike%20LaCoss	9	2008	0	6333
Mike%20LaCoss	9	2009	0	11477
Mike%20LaCoss	9	2010	0	12022
Mike%20LaCoss	9	2011	0	13517
Mike%20LaCoss	10	2006	0	7980
Mike%20LaCoss	10	2007	0	6410
Mike%20LaCoss	10	2008	0	6353
Mike%20LaCoss	10	2009	0	11477
Mike%20LaCoss	10	2010	0	12182
Mike%20LaCoss	10	2011	0	13517
Mike%20LaCoss	11	2006	0	7980
Mike%20LaCoss	11	2007	0	6410
Mike%20LaCoss	11	2008	0	6353
Mike%20LaCoss	11	2009	0	11477
Mike%20LaCoss	11	2010	0	13552
Mike%20LaCoss	11	2011	0	13517
Mike%20LaCoss	12	2006	0	7980
Mike%20LaCoss	12	2007	0	6438
Mike%20LaCoss	12	2008	0	6363
Mike%20LaCoss	12	2009	0	11477
Mike%20LaCoss	12	2010	0	13552
Mike%20LaCoss	12	2011	0	13264
Ray%20Lamanno	1	2006	5	34967
Ray%20Lamanno	1	2007	5	34967
Ray%20Lamanno	1	2008	0	6695
Ray%20Lamanno	1	2009	0	6644
Ray%20Lamanno	1	2010	0	7273
Ray%20Lamanno	1	2011	0	11793
Ray%20Lamanno	2	2006	5	34967
Ray%20Lamanno	2	2007	5	34967
Ray%20Lamanno	2	2008	0	6695
Ray%20Lamanno	2	2009	0	7386
Ray%20Lamanno	2	2010	0	7273
Ray%20Lamanno	2	2011	0	11793
Ray%20Lamanno	3	2006	5	34967
Ray%20Lamanno	3	2007	5	34967
Ray%20Lamanno	3	2008	0	6695
Ray%20Lamanno	3	2009	0	7386
Ray%20Lamanno	3	2010	0	7273
Ray%20Lamanno	3	2011	0	11793
Ray%20Lamanno	4	2006	5	34967
Ray%20Lamanno	4	2007	5	34967
Ray%20Lamanno	4	2008	0	6695
Ray%20Lamanno	4	2009	0	7386
Ray%20Lamanno	4	2010	0	7273
Ray%20Lamanno	4	2011	0	11793
Ray%20Lamanno	5	2006	5	34967
Ray%20Lamanno	5	2007	5	34967
Ray%20Lamanno	5	2008	0	6695
Ray%20Lamanno	5	2009	0	7316
Ray%20Lamanno	5	2010	0	7273
Ray%20Lamanno	5	2011	0	11793
Ray%20Lamanno	6	2006	5	34967
Ray%20Lamanno	6	2007	5	34967
Ray%20Lamanno	6	2008	0	6695
Ray%20Lamanno	6	2009	0	7316
Ray%20Lamanno	6	2010	0	7119
Ray%20Lamanno	6	2011	0	11793
Ray%20Lamanno	7	2006	5	34967
Ray%20Lamanno	7	2007	0	6695
Ray%20Lamanno	7	2008	0	6695
Ray%20Lamanno	7	2009	0	7316
Ray%20Lamanno	7	2010	0	10494
Ray%20Lamanno	7	2011	0	12216
Ray%20Lamanno	8	2006	5	34967
Ray%20Lamanno	8	2007	0	6695
Ray%20Lamanno	8	2008	0	6695
Ray%20Lamanno	8	2009	0	7316
Ray%20Lamanno	8	2010	0	10494
Ray%20Lamanno	8	2011	0	12216
Ray%20Lamanno	9	2006	5	34967
Ray%20Lamanno	9	2007	0	6695
Ray%20Lamanno	9	2008	0	6690
Ray%20Lamanno	9	2009	0	7316
Ray%20Lamanno	9	2010	0	10494
Ray%20Lamanno	9	2011	0	12216
Ray%20Lamanno	10	2006	5	34967
Ray%20Lamanno	10	2007	0	6695
Ray%20Lamanno	10	2008	0	6644
Ray%20Lamanno	10	2009	0	7316
Ray%20Lamanno	10	2010	0	10494
Ray%20Lamanno	10	2011	0	12216
Ray%20Lamanno	11	2006	5	34967
Ray%20Lamanno	11	2007	0	6695
Ray%20Lamanno	11	2008	0	6644
Ray%20Lamanno	11	2009	0	7316
Ray%20Lamanno	11	2010	0	11793
Ray%20Lamanno	11	2011	0	12216
Ray%20Lamanno	12	2006	5	34967
Ray%20Lamanno	12	2007	0	6695
Ray%20Lamanno	12	2008	0	6644
Ray%20Lamanno	12	2009	0	7316
Ray%20Lamanno	12	2010	0	11793
Ray%20Lamanno	12	2011	0	11967
Jim%20Landis	1	2006	0	5338
Jim%20Landis	1	2007	0	6927
Jim%20Landis	1	2008	0	7788
Jim%20Landis	1	2009	0	21275
Jim%20Landis	1	2010	0	24500
Jim%20Landis	1	2011	0	28921
Jim%20Landis	2	2006	0	5338
Jim%20Landis	2	2007	0	6927
Jim%20Landis	2	2008	0	7788
Jim%20Landis	2	2009	0	22493
Jim%20Landis	2	2010	0	26462
Jim%20Landis	2	2011	0	28921
Jim%20Landis	3	2006	0	5338
Jim%20Landis	3	2007	0	6927
Jim%20Landis	3	2008	0	7971
Jim%20Landis	3	2009	0	24510
Jim%20Landis	3	2010	0	26462
Jim%20Landis	3	2011	0	28921
Jim%20Landis	4	2006	0	6316
Jim%20Landis	4	2007	0	7012
Jim%20Landis	4	2008	0	8403
Jim%20Landis	4	2009	0	24510
Jim%20Landis	4	2010	0	26462
Jim%20Landis	4	2011	0	28921
Jim%20Landis	5	2006	0	6316
Jim%20Landis	5	2007	0	6848
Jim%20Landis	5	2008	0	8403
Jim%20Landis	5	2009	0	24500
Jim%20Landis	5	2010	0	26430
Jim%20Landis	5	2011	0	28921
Jim%20Landis	6	2006	0	6316
Jim%20Landis	6	2007	0	7425
Jim%20Landis	6	2008	0	8403
Jim%20Landis	6	2009	0	24500
Jim%20Landis	6	2010	0	26254
Jim%20Landis	6	2011	0	28921
Jim%20Landis	7	2006	0	6316
Jim%20Landis	7	2007	0	7583
Jim%20Landis	7	2008	0	8403
Jim%20Landis	7	2009	0	24500
Jim%20Landis	7	2010	0	26254
Jim%20Landis	7	2011	1	29447
Jim%20Landis	8	2006	0	6316
Jim%20Landis	8	2007	0	7492
Jim%20Landis	8	2008	0	8594
Jim%20Landis	8	2009	0	24500
Jim%20Landis	8	2010	0	26254
Jim%20Landis	8	2011	1	29447
Jim%20Landis	9	2006	0	6340
Jim%20Landis	9	2007	0	7596
Jim%20Landis	9	2008	0	8423
Jim%20Landis	9	2009	0	24500
Jim%20Landis	9	2010	0	26254
Jim%20Landis	9	2011	1	29447
Jim%20Landis	10	2006	0	6340
Jim%20Landis	10	2007	0	7788
Jim%20Landis	10	2008	0	8263
Jim%20Landis	10	2009	0	24500
Jim%20Landis	10	2010	0	26166
Jim%20Landis	10	2011	1	29447
Jim%20Landis	11	2006	0	6340
Jim%20Landis	11	2007	0	7788
Jim%20Landis	11	2008	0	8263
Jim%20Landis	11	2009	0	24500
Jim%20Landis	11	2010	0	28756
Jim%20Landis	11	2011	1	29447
Jim%20Landis	12	2006	0	6340
Jim%20Landis	12	2007	0	7788
Jim%20Landis	12	2008	0	21275
Jim%20Landis	12	2009	0	24500
Jim%20Landis	12	2010	0	28908
Jim%20Landis	12	2011	1	31093
Ken%20Landreaux	1	2006	0	6564
Ken%20Landreaux	1	2007	0	8019
Ken%20Landreaux	1	2008	0	14722
Ken%20Landreaux	1	2009	0	14241
Ken%20Landreaux	1	2010	0	18776
Ken%20Landreaux	1	2011	0	21992
Ken%20Landreaux	2	2006	0	6716
Ken%20Landreaux	2	2007	0	9130
Ken%20Landreaux	2	2008	0	14722
Ken%20Landreaux	2	2009	0	14693
Ken%20Landreaux	2	2010	0	20685
Ken%20Landreaux	2	2011	0	21788
Ken%20Landreaux	3	2006	0	7399
Ken%20Landreaux	3	2007	0	9130
Ken%20Landreaux	3	2008	0	14193
Ken%20Landreaux	3	2009	0	13239
Ken%20Landreaux	3	2010	0	20685
Ken%20Landreaux	3	2011	0	21788
Ken%20Landreaux	4	2006	0	7399
Ken%20Landreaux	4	2007	0	8949
Ken%20Landreaux	4	2008	0	14211
Ken%20Landreaux	4	2009	0	18429
Ken%20Landreaux	4	2010	0	20685
Ken%20Landreaux	4	2011	0	21788
Ken%20Landreaux	5	2006	0	7399
Ken%20Landreaux	5	2007	0	8949
Ken%20Landreaux	5	2008	0	14017
Ken%20Landreaux	5	2009	0	18429
Ken%20Landreaux	5	2010	0	20685
Ken%20Landreaux	5	2011	0	21877
Ken%20Landreaux	6	2006	0	7399
Ken%20Landreaux	6	2007	0	8949
Ken%20Landreaux	6	2008	0	14313
Ken%20Landreaux	6	2009	0	18549
Ken%20Landreaux	6	2010	0	20535
Ken%20Landreaux	6	2011	0	21877
Ken%20Landreaux	7	2006	0	7853
Ken%20Landreaux	7	2007	0	8949
Ken%20Landreaux	7	2008	0	14313
Ken%20Landreaux	7	2009	0	18549
Ken%20Landreaux	7	2010	0	20535
Ken%20Landreaux	7	2011	0	22077
Ken%20Landreaux	8	2006	0	7853
Ken%20Landreaux	8	2007	0	8996
Ken%20Landreaux	8	2008	0	14412
Ken%20Landreaux	8	2009	0	18549
Ken%20Landreaux	8	2010	0	20535
Ken%20Landreaux	8	2011	0	22077
Ken%20Landreaux	9	2006	0	8077
Ken%20Landreaux	9	2007	0	14758
Ken%20Landreaux	9	2008	0	14241
Ken%20Landreaux	9	2009	0	18549
Ken%20Landreaux	9	2010	0	20535
Ken%20Landreaux	9	2011	0	32912
Ken%20Landreaux	10	2006	0	8077
Ken%20Landreaux	10	2007	0	14722
Ken%20Landreaux	10	2008	0	14241
Ken%20Landreaux	10	2009	0	18464
Ken%20Landreaux	10	2010	0	20535
Ken%20Landreaux	10	2011	0	32912
Ken%20Landreaux	11	2006	0	8077
Ken%20Landreaux	11	2007	0	14722
Ken%20Landreaux	11	2008	0	14241
Ken%20Landreaux	11	2009	0	18823
Ken%20Landreaux	11	2010	0	21992
Ken%20Landreaux	11	2011	0	32912
Ken%20Landreaux	12	2006	0	8077
Ken%20Landreaux	12	2007	0	14722
Ken%20Landreaux	12	2008	0	14241
Ken%20Landreaux	12	2009	0	18945
Ken%20Landreaux	12	2010	0	21992
Ken%20Landreaux	12	2011	0	32561
Mark%20Langston	1	2006	0	9579
Mark%20Langston	1	2007	0	8618
Mark%20Langston	1	2008	0	11742
Mark%20Langston	1	2009	0	20690
Mark%20Langston	1	2010	0	51761
Mark%20Langston	1	2011	0	34104
Mark%20Langston	2	2006	0	10540
Mark%20Langston	2	2007	0	10496
Mark%20Langston	2	2008	0	11742
Mark%20Langston	2	2009	0	20690
Mark%20Langston	2	2010	0	51761
Mark%20Langston	2	2011	0	34104
Mark%20Langston	3	2006	0	10524
Mark%20Langston	3	2007	0	10521
Mark%20Langston	3	2008	0	11742
Mark%20Langston	3	2009	0	26497
Mark%20Langston	3	2010	0	51761
Mark%20Langston	3	2011	0	34104
Mark%20Langston	4	2006	0	10781
Mark%20Langston	4	2007	0	10521
Mark%20Langston	4	2008	0	11642
Mark%20Langston	4	2009	0	25539
Mark%20Langston	4	2010	0	51761
Mark%20Langston	4	2011	0	34104
Mark%20Langston	5	2006	0	11170
Mark%20Langston	5	2007	0	10521
Mark%20Langston	5	2008	0	12020
Mark%20Langston	5	2009	0	25686
Mark%20Langston	5	2010	0	51761
Mark%20Langston	5	2011	0	34154
Mark%20Langston	6	2006	0	11170
Mark%20Langston	6	2007	0	12082
Mark%20Langston	6	2008	0	17538
Mark%20Langston	6	2009	0	28800
Mark%20Langston	6	2010	0	32614
Mark%20Langston	6	2011	0	33926
Mark%20Langston	7	2006	0	11370
Mark%20Langston	7	2007	0	11421
Mark%20Langston	7	2008	0	18384
Mark%20Langston	7	2009	0	33366
Mark%20Langston	7	2010	0	34529
Mark%20Langston	7	2011	0	34209
Mark%20Langston	8	2006	0	10519
Mark%20Langston	8	2007	0	12783
Mark%20Langston	8	2008	0	18563
Mark%20Langston	8	2009	0	33366
Mark%20Langston	8	2010	0	32847
Mark%20Langston	8	2011	0	34377
Mark%20Langston	9	2006	0	10667
Mark%20Langston	9	2007	0	12783
Mark%20Langston	9	2008	0	20606
Mark%20Langston	9	2009	0	33032
Mark%20Langston	9	2010	0	32870
Mark%20Langston	9	2011	0	34413
Mark%20Langston	10	2006	0	10639
Mark%20Langston	10	2007	0	13165
Mark%20Langston	10	2008	0	20680
Mark%20Langston	10	2009	0	33032
Mark%20Langston	10	2010	0	33045
Mark%20Langston	10	2011	0	34413
Mark%20Langston	11	2006	0	10639
Mark%20Langston	11	2007	0	11742
Mark%20Langston	11	2008	0	20680
Mark%20Langston	11	2009	0	51761
Mark%20Langston	11	2010	0	34361
Mark%20Langston	11	2011	0	34413
Mark%20Langston	12	2006	0	10639
Mark%20Langston	12	2007	0	11742
Mark%20Langston	12	2008	0	20832
Mark%20Langston	12	2009	0	51761
Mark%20Langston	12	2010	0	34333
Mark%20Langston	12	2011	0	34700
Max%20Lanier	1	2006	5	34967
Max%20Lanier	1	2007	0	8197
Max%20Lanier	1	2008	0	19687
Max%20Lanier	1	2009	0	19893
Max%20Lanier	1	2010	0	23866
Max%20Lanier	1	2011	0	24599
Max%20Lanier	2	2006	5	34967
Max%20Lanier	2	2007	0	8197
Max%20Lanier	2	2008	0	19687
Max%20Lanier	2	2009	0	19893
Max%20Lanier	2	2010	0	23866
Max%20Lanier	2	2011	0	24599
Max%20Lanier	3	2006	0	5041
Max%20Lanier	3	2007	0	10609
Max%20Lanier	3	2008	0	19647
Max%20Lanier	3	2009	0	19939
Max%20Lanier	3	2010	0	23866
Max%20Lanier	3	2011	0	24599
Max%20Lanier	4	2006	0	5388
Max%20Lanier	4	2007	0	10169
Max%20Lanier	4	2008	0	19647
Max%20Lanier	4	2009	0	19939
Max%20Lanier	4	2010	0	23866
Max%20Lanier	4	2011	0	24599
Max%20Lanier	5	2006	0	5388
Max%20Lanier	5	2007	0	9818
Max%20Lanier	5	2008	0	19725
Max%20Lanier	5	2009	0	22508
Max%20Lanier	5	2010	0	23866
Max%20Lanier	5	2011	0	24541
Max%20Lanier	6	2006	0	6535
Max%20Lanier	6	2007	0	10805
Max%20Lanier	6	2008	0	19725
Max%20Lanier	6	2009	0	23261
Max%20Lanier	6	2010	0	23518
Max%20Lanier	6	2011	0	24541
Max%20Lanier	7	2006	0	6709
Max%20Lanier	7	2007	0	10930
Max%20Lanier	7	2008	0	19725
Max%20Lanier	7	2009	0	23261
Max%20Lanier	7	2010	0	23304
Max%20Lanier	7	2011	0	25048
Max%20Lanier	8	2006	0	6709
Max%20Lanier	8	2007	0	11077
Max%20Lanier	8	2008	0	19860
Max%20Lanier	8	2009	0	23261
Max%20Lanier	8	2010	0	23304
Max%20Lanier	8	2011	0	25048
Max%20Lanier	9	2006	0	6673
Max%20Lanier	9	2007	0	11095
Max%20Lanier	9	2008	0	19689
Max%20Lanier	9	2009	0	23203
Max%20Lanier	9	2010	0	23304
Max%20Lanier	9	2011	0	25048
Max%20Lanier	10	2006	0	6673
Max%20Lanier	10	2007	0	19731
Max%20Lanier	10	2008	0	19643
Max%20Lanier	10	2009	0	23846
Max%20Lanier	10	2010	0	23304
Max%20Lanier	10	2011	0	25048
Max%20Lanier	11	2006	0	6673
Max%20Lanier	11	2007	0	19731
Max%20Lanier	11	2008	0	19643
Max%20Lanier	11	2009	0	23846
Max%20Lanier	11	2010	0	24599
Max%20Lanier	11	2011	0	25048
Max%20Lanier	12	2006	0	8365
Max%20Lanier	12	2007	0	19687
Max%20Lanier	12	2008	0	19893
Max%20Lanier	12	2009	0	23846
Max%20Lanier	12	2010	0	24599
Max%20Lanier	12	2011	0	25048
Carney%20Lansford	1	2006	0	9882
Carney%20Lansford	1	2007	0	11976
Carney%20Lansford	1	2008	0	18835
Carney%20Lansford	1	2009	0	34921
Carney%20Lansford	1	2010	0	36119
Carney%20Lansford	1	2011	1	43715
Carney%20Lansford	2	2006	0	9882
Carney%20Lansford	2	2007	0	12304
Carney%20Lansford	2	2008	0	26908
Carney%20Lansford	2	2009	0	38962
Carney%20Lansford	2	2010	0	36119
Carney%20Lansford	2	2011	1	43715
Carney%20Lansford	3	2006	0	9804
Carney%20Lansford	3	2007	0	12296
Carney%20Lansford	3	2008	0	25906
Carney%20Lansford	3	2009	0	39891
Carney%20Lansford	3	2010	0	36130
Carney%20Lansford	3	2011	1	43715
Carney%20Lansford	4	2006	0	10175
Carney%20Lansford	4	2007	0	11831
Carney%20Lansford	4	2008	0	31984
Carney%20Lansford	4	2009	0	39891
Carney%20Lansford	4	2010	0	36067
Carney%20Lansford	4	2011	1	43725
Carney%20Lansford	5	2006	0	10175
Carney%20Lansford	5	2007	0	11831
Carney%20Lansford	5	2008	0	31984
Carney%20Lansford	5	2009	0	39409
Carney%20Lansford	5	2010	0	36039
Carney%20Lansford	5	2011	1	43803
Carney%20Lansford	6	2006	0	10175
Carney%20Lansford	6	2007	0	12147
Carney%20Lansford	6	2008	0	65867
Carney%20Lansford	6	2009	0	39630
Carney%20Lansford	6	2010	0	35919
Carney%20Lansford	6	2011	1	43803
Carney%20Lansford	7	2006	0	10606
Carney%20Lansford	7	2007	0	12646
Carney%20Lansford	7	2008	0	64423
Carney%20Lansford	7	2009	0	39516
Carney%20Lansford	7	2010	0	35671
Carney%20Lansford	7	2011	1	44531
Carney%20Lansford	8	2006	0	11798
Carney%20Lansford	8	2007	0	13016
Carney%20Lansford	8	2008	0	31224
Carney%20Lansford	8	2009	0	39448
Carney%20Lansford	8	2010	0	35671
Carney%20Lansford	8	2011	1	44305
Carney%20Lansford	9	2006	0	12077
Carney%20Lansford	9	2007	0	13382
Carney%20Lansford	9	2008	0	31053
Carney%20Lansford	9	2009	0	40023
Carney%20Lansford	9	2010	1	36182
Carney%20Lansford	9	2011	1	44889
Carney%20Lansford	10	2006	0	12077
Carney%20Lansford	10	2007	0	18047
Carney%20Lansford	10	2008	0	30929
Carney%20Lansford	10	2009	0	40121
Carney%20Lansford	10	2010	1	35755
Carney%20Lansford	10	2011	1	44889
Carney%20Lansford	11	2006	0	12077
Carney%20Lansford	11	2007	0	18432
Carney%20Lansford	11	2008	0	31026
Carney%20Lansford	11	2009	0	41162
Carney%20Lansford	11	2010	1	43715
Carney%20Lansford	11	2011	1	54415
Carney%20Lansford	12	2006	0	12077
Carney%20Lansford	12	2007	0	18562
Carney%20Lansford	12	2008	0	31103
Carney%20Lansford	12	2009	0	36013
Carney%20Lansford	12	2010	1	43715
Carney%20Lansford	12	2011	1	54415
Norm%20Larker	1	2006	5	34967
Norm%20Larker	1	2007	5	34967
Norm%20Larker	1	2008	0	14707
Norm%20Larker	1	2009	0	14595
Norm%20Larker	1	2010	0	17165
Norm%20Larker	1	2011	0	18522
Norm%20Larker	2	2006	5	34967
Norm%20Larker	2	2007	5	34967
Norm%20Larker	2	2008	0	14695
Norm%20Larker	2	2009	0	17373
Norm%20Larker	2	2010	0	17165
Norm%20Larker	2	2011	0	18522
Norm%20Larker	3	2006	5	34967
Norm%20Larker	3	2007	5	34967
Norm%20Larker	3	2008	0	14695
Norm%20Larker	3	2009	0	17373
Norm%20Larker	3	2010	0	17165
Norm%20Larker	3	2011	0	18522
Norm%20Larker	4	2006	5	34967
Norm%20Larker	4	2007	5	34967
Norm%20Larker	4	2008	0	14588
Norm%20Larker	4	2009	0	17373
Norm%20Larker	4	2010	0	17165
Norm%20Larker	4	2011	0	18522
Norm%20Larker	5	2006	5	34967
Norm%20Larker	5	2007	0	9638
Norm%20Larker	5	2008	0	14574
Norm%20Larker	5	2009	0	17373
Norm%20Larker	5	2010	0	17276
Norm%20Larker	5	2011	0	18556
Norm%20Larker	6	2006	5	34967
Norm%20Larker	6	2007	0	9638
Norm%20Larker	6	2008	0	14563
Norm%20Larker	6	2009	0	17349
Norm%20Larker	6	2010	0	17156
Norm%20Larker	6	2011	0	18556
Norm%20Larker	7	2006	5	34967
Norm%20Larker	7	2007	0	9638
Norm%20Larker	7	2008	0	14563
Norm%20Larker	7	2009	0	17349
Norm%20Larker	7	2010	0	17156
Norm%20Larker	7	2011	0	18974
Norm%20Larker	8	2006	5	34967
Norm%20Larker	8	2007	0	9638
Norm%20Larker	8	2008	0	14563
Norm%20Larker	8	2009	0	17349
Norm%20Larker	8	2010	0	17156
Norm%20Larker	8	2011	0	18974
Norm%20Larker	9	2006	5	34967
Norm%20Larker	9	2007	0	10051
Norm%20Larker	9	2008	0	14482
Norm%20Larker	9	2009	0	17349
Norm%20Larker	9	2010	0	17156
Norm%20Larker	9	2011	0	18974
Norm%20Larker	10	2006	5	34967
Norm%20Larker	10	2007	0	14707
Norm%20Larker	10	2008	0	14474
Norm%20Larker	10	2009	0	17441
Norm%20Larker	10	2010	0	17156
Norm%20Larker	10	2011	0	19166
Norm%20Larker	11	2006	5	34967
Norm%20Larker	11	2007	0	14707
Norm%20Larker	11	2008	0	14474
Norm%20Larker	11	2009	0	17441
Norm%20Larker	11	2010	0	18522
Norm%20Larker	11	2011	0	19166
Norm%20Larker	12	2006	5	34967
Norm%20Larker	12	2007	0	14707
Norm%20Larker	12	2008	0	14595
Norm%20Larker	12	2009	0	17411
Norm%20Larker	12	2010	0	18522
Norm%20Larker	12	2011	0	19166
Barry%20Larkin	1	2006	1	10756
Barry%20Larkin	1	2007	0	13798
Barry%20Larkin	1	2008	0	20052
Barry%20Larkin	1	2009	1	62725
Barry%20Larkin	1	2010	1	122359
Barry%20Larkin	1	2011	2	87531
Barry%20Larkin	2	2006	1	10932
Barry%20Larkin	2	2007	0	13899
Barry%20Larkin	2	2008	0	32363
Barry%20Larkin	2	2009	1	67919
Barry%20Larkin	2	2010	1	122427
Barry%20Larkin	2	2011	2	93191
Barry%20Larkin	3	2006	1	11662
Barry%20Larkin	3	2007	0	13899
Barry%20Larkin	3	2008	0	32071
Barry%20Larkin	3	2009	1	68367
Barry%20Larkin	3	2010	2	120420
Barry%20Larkin	3	2011	2	94775
Barry%20Larkin	4	2006	1	12058
Barry%20Larkin	4	2007	0	13526
Barry%20Larkin	4	2008	0	32008
Barry%20Larkin	4	2009	1	74924
Barry%20Larkin	4	2010	2	121174
Barry%20Larkin	4	2011	2	94869
Barry%20Larkin	5	2006	1	12141
Barry%20Larkin	5	2007	0	13521
Barry%20Larkin	5	2008	0	45324
Barry%20Larkin	5	2009	1	85144
Barry%20Larkin	5	2010	2	121118
Barry%20Larkin	5	2011	2	94938
Barry%20Larkin	6	2006	1	13076
Barry%20Larkin	6	2007	0	13322
Barry%20Larkin	6	2008	0	45494
Barry%20Larkin	6	2009	1	85396
Barry%20Larkin	6	2010	2	120898
Barry%20Larkin	6	2011	2	94938
Barry%20Larkin	7	2006	1	14867
Barry%20Larkin	7	2007	0	13305
Barry%20Larkin	7	2008	0	45524
Barry%20Larkin	7	2009	1	85239
Barry%20Larkin	7	2010	2	83793
Barry%20Larkin	7	2011	2	95107
Barry%20Larkin	8	2006	0	15713
Barry%20Larkin	8	2007	0	14697
Barry%20Larkin	8	2008	0	56163
Barry%20Larkin	8	2009	1	85232
Barry%20Larkin	8	2010	2	83728
Barry%20Larkin	8	2011	2	93534
Barry%20Larkin	9	2006	0	15761
Barry%20Larkin	9	2007	0	14958
Barry%20Larkin	9	2008	0	56230
Barry%20Larkin	9	2009	1	85273
Barry%20Larkin	9	2010	2	85761
Barry%20Larkin	9	2011	2	100920
Barry%20Larkin	10	2006	0	16526
Barry%20Larkin	10	2007	0	19979
Barry%20Larkin	10	2008	0	56094
Barry%20Larkin	10	2009	1	85454
Barry%20Larkin	10	2010	2	86247
Barry%20Larkin	10	2011	2	110738
Barry%20Larkin	11	2006	0	16624
Barry%20Larkin	11	2007	0	19931
Barry%20Larkin	11	2008	0	56117
Barry%20Larkin	11	2009	1	122151
Barry%20Larkin	11	2010	2	87527
Barry%20Larkin	11	2011	2	110738
Barry%20Larkin	12	2006	0	16624
Barry%20Larkin	12	2007	0	19931
Barry%20Larkin	12	2008	0	64864
Barry%20Larkin	12	2009	1	122519
Barry%20Larkin	12	2010	2	87585
Barry%20Larkin	12	2011	2	141582
Dave%20LaRoche	1	2006	0	6836
Dave%20LaRoche	1	2007	0	8159
Dave%20LaRoche	1	2008	0	9615
Dave%20LaRoche	1	2009	0	9374
Dave%20LaRoche	1	2010	0	17597
Dave%20LaRoche	1	2011	0	16180
Dave%20LaRoche	2	2006	0	6836
Dave%20LaRoche	2	2007	0	7896
Dave%20LaRoche	2	2008	0	9806
Dave%20LaRoche	2	2009	0	12926
Dave%20LaRoche	2	2010	0	17597
Dave%20LaRoche	2	2011	0	16238
Dave%20LaRoche	3	2006	0	6862
Dave%20LaRoche	3	2007	0	7763
Dave%20LaRoche	3	2008	0	9806
Dave%20LaRoche	3	2009	0	14898
Dave%20LaRoche	3	2010	0	17597
Dave%20LaRoche	3	2011	0	16135
Dave%20LaRoche	4	2006	0	6990
Dave%20LaRoche	4	2007	0	8100
Dave%20LaRoche	4	2008	0	9806
Dave%20LaRoche	4	2009	0	15103
Dave%20LaRoche	4	2010	0	17492
Dave%20LaRoche	4	2011	0	16135
Dave%20LaRoche	5	2006	0	7455
Dave%20LaRoche	5	2007	0	7911
Dave%20LaRoche	5	2008	0	9806
Dave%20LaRoche	5	2009	0	15103
Dave%20LaRoche	5	2010	0	17565
Dave%20LaRoche	5	2011	0	16259
Dave%20LaRoche	6	2006	0	7459
Dave%20LaRoche	6	2007	0	8021
Dave%20LaRoche	6	2008	0	9806
Dave%20LaRoche	6	2009	0	15103
Dave%20LaRoche	6	2010	0	17236
Dave%20LaRoche	6	2011	0	16259
Dave%20LaRoche	7	2006	0	8109
Dave%20LaRoche	7	2007	0	8031
Dave%20LaRoche	7	2008	0	9806
Dave%20LaRoche	7	2009	0	15878
Dave%20LaRoche	7	2010	0	17236
Dave%20LaRoche	7	2011	0	16503
Dave%20LaRoche	8	2006	0	8109
Dave%20LaRoche	8	2007	0	8121
Dave%20LaRoche	8	2008	0	9823
Dave%20LaRoche	8	2009	0	16140
Dave%20LaRoche	8	2010	0	17236
Dave%20LaRoche	8	2011	0	15623
Dave%20LaRoche	9	2006	0	7909
Dave%20LaRoche	9	2007	0	8305
Dave%20LaRoche	9	2008	0	9624
Dave%20LaRoche	9	2009	0	16140
Dave%20LaRoche	9	2010	0	15093
Dave%20LaRoche	9	2011	0	15623
Dave%20LaRoche	10	2006	0	7909
Dave%20LaRoche	10	2007	0	8305
Dave%20LaRoche	10	2008	0	9556
Dave%20LaRoche	10	2009	0	16084
Dave%20LaRoche	10	2010	0	15093
Dave%20LaRoche	10	2011	0	15623
Dave%20LaRoche	11	2006	0	7909
Dave%20LaRoche	11	2007	0	8357
Dave%20LaRoche	11	2008	0	9344
Dave%20LaRoche	11	2009	0	16304
Dave%20LaRoche	11	2010	0	16180
Dave%20LaRoche	11	2011	0	15623
Dave%20LaRoche	12	2006	0	9015
Dave%20LaRoche	12	2007	0	8357
Dave%20LaRoche	12	2008	0	9374
Dave%20LaRoche	12	2009	0	16304
Dave%20LaRoche	12	2010	0	16180
Dave%20LaRoche	12	2011	0	15623
Frank%20Lary	1	2006	0	7892
Frank%20Lary	1	2007	0	8322
Frank%20Lary	1	2008	0	11482
Frank%20Lary	1	2009	0	17053
Frank%20Lary	1	2010	0	26550
Frank%20Lary	1	2011	0	28099
Frank%20Lary	2	2006	0	7892
Frank%20Lary	2	2007	0	9294
Frank%20Lary	2	2008	0	11482
Frank%20Lary	2	2009	0	17053
Frank%20Lary	2	2010	0	26550
Frank%20Lary	2	2011	0	28099
Frank%20Lary	3	2006	0	8140
Frank%20Lary	3	2007	0	9754
Frank%20Lary	3	2008	0	11482
Frank%20Lary	3	2009	0	20700
Frank%20Lary	3	2010	0	26550
Frank%20Lary	3	2011	0	28279
Frank%20Lary	4	2006	0	8249
Frank%20Lary	4	2007	0	9754
Frank%20Lary	4	2008	0	11482
Frank%20Lary	4	2009	0	20366
Frank%20Lary	4	2010	0	26666
