playername	month	year	img	char
Bob%20Gibson	9	2007	2	45367
Bob%20Gibson	9	2008	2	106116
Bob%20Gibson	9	2009	2	109707
Bob%20Gibson	9	2010	3	143825
Bob%20Gibson	9	2011	4	213306
Bob%20Gibson	10	2006	0	32713
Bob%20Gibson	10	2007	2	54554
Bob%20Gibson	10	2008	2	106044
Bob%20Gibson	10	2009	2	112207
Bob%20Gibson	10	2010	3	145883
Bob%20Gibson	10	2011	4	221006
Bob%20Gibson	11	2006	0	32991
Bob%20Gibson	11	2007	2	54676
Bob%20Gibson	11	2008	2	106440
Bob%20Gibson	11	2009	2	126170
Bob%20Gibson	11	2010	3	147186
Bob%20Gibson	11	2011	4	223597
Bob%20Gibson	12	2006	0	33377
Bob%20Gibson	12	2007	2	60152
Bob%20Gibson	12	2008	2	106442
Bob%20Gibson	12	2009	2	126502
Bob%20Gibson	12	2010	3	147500
Bob%20Gibson	12	2011	4	243496
Jim%20Gilliam	1	2006	1	12078
Jim%20Gilliam	1	2007	1	23353
Jim%20Gilliam	1	2008	1	80897
Jim%20Gilliam	1	2009	1	55207
Jim%20Gilliam	1	2010	1	58399
Jim%20Gilliam	1	2011	1	59968
Jim%20Gilliam	2	2006	1	12078
Jim%20Gilliam	2	2007	1	23353
Jim%20Gilliam	2	2008	1	88174
Jim%20Gilliam	2	2009	1	55207
Jim%20Gilliam	2	2010	1	58233
Jim%20Gilliam	2	2011	1	59849
Jim%20Gilliam	3	2006	1	12276
Jim%20Gilliam	3	2007	1	23362
Jim%20Gilliam	3	2008	1	88174
Jim%20Gilliam	3	2009	1	58432
Jim%20Gilliam	3	2010	1	58233
Jim%20Gilliam	3	2011	1	59849
Jim%20Gilliam	4	2006	1	12276
Jim%20Gilliam	4	2007	1	22291
Jim%20Gilliam	4	2008	1	90650
Jim%20Gilliam	4	2009	1	58770
Jim%20Gilliam	4	2010	1	58412
Jim%20Gilliam	4	2011	1	98353
Jim%20Gilliam	5	2006	1	12453
Jim%20Gilliam	5	2007	1	22291
Jim%20Gilliam	5	2008	1	91011
Jim%20Gilliam	5	2009	1	58729
Jim%20Gilliam	5	2010	1	58412
Jim%20Gilliam	5	2011	1	98353
Jim%20Gilliam	6	2006	1	12944
Jim%20Gilliam	6	2007	1	22145
Jim%20Gilliam	6	2008	1	53374
Jim%20Gilliam	6	2009	1	58655
Jim%20Gilliam	6	2010	1	58238
Jim%20Gilliam	6	2011	1	98353
Jim%20Gilliam	7	2006	1	22758
Jim%20Gilliam	7	2007	0	20413
Jim%20Gilliam	7	2008	1	53374
Jim%20Gilliam	7	2009	1	58428
Jim%20Gilliam	7	2010	1	58278
Jim%20Gilliam	7	2011	1	98939
Jim%20Gilliam	8	2006	1	23637
Jim%20Gilliam	8	2007	0	59781
Jim%20Gilliam	8	2008	1	54951
Jim%20Gilliam	8	2009	1	58428
Jim%20Gilliam	8	2010	1	58669
Jim%20Gilliam	8	2011	1	99353
Jim%20Gilliam	9	2006	1	23637
Jim%20Gilliam	9	2007	1	66063
Jim%20Gilliam	9	2008	1	54910
Jim%20Gilliam	9	2009	1	58428
Jim%20Gilliam	9	2010	1	58669
Jim%20Gilliam	9	2011	1	99353
Jim%20Gilliam	10	2006	1	23895
Jim%20Gilliam	10	2007	1	79422
Jim%20Gilliam	10	2008	1	54811
Jim%20Gilliam	10	2009	1	58428
Jim%20Gilliam	10	2010	1	59984
Jim%20Gilliam	10	2011	1	107428
Jim%20Gilliam	11	2006	1	23895
Jim%20Gilliam	11	2007	1	79392
Jim%20Gilliam	11	2008	1	55207
Jim%20Gilliam	11	2009	1	58906
Jim%20Gilliam	11	2010	1	59968
Jim%20Gilliam	11	2011	1	107428
Jim%20Gilliam	12	2006	1	23895
Jim%20Gilliam	12	2007	1	79392
Jim%20Gilliam	12	2008	1	55207
Jim%20Gilliam	12	2009	1	58906
Jim%20Gilliam	12	2010	1	59968
Jim%20Gilliam	12	2011	1	107428
Dave%20Giusti	1	2006	5	35164
Dave%20Giusti	1	2007	0	9535
Dave%20Giusti	1	2008	0	16348
Dave%20Giusti	1	2009	0	16568
Dave%20Giusti	1	2010	0	20095
Dave%20Giusti	1	2011	0	24540
Dave%20Giusti	2	2006	5	35164
Dave%20Giusti	2	2007	0	9535
Dave%20Giusti	2	2008	0	16348
Dave%20Giusti	2	2009	0	16732
Dave%20Giusti	2	2010	0	20083
Dave%20Giusti	2	2011	0	24206
Dave%20Giusti	3	2006	5	35164
Dave%20Giusti	3	2007	0	9535
Dave%20Giusti	3	2008	0	16348
Dave%20Giusti	3	2009	0	19780
Dave%20Giusti	3	2010	0	20878
Dave%20Giusti	3	2011	0	24322
Dave%20Giusti	4	2006	5	35164
Dave%20Giusti	4	2007	0	9242
Dave%20Giusti	4	2008	0	16348
Dave%20Giusti	4	2009	0	19780
Dave%20Giusti	4	2010	0	21089
Dave%20Giusti	4	2011	0	24294
Dave%20Giusti	5	2006	5	35164
Dave%20Giusti	5	2007	0	9477
Dave%20Giusti	5	2008	0	16348
Dave%20Giusti	5	2009	0	19780
Dave%20Giusti	5	2010	0	21089
Dave%20Giusti	5	2011	0	24268
Dave%20Giusti	6	2006	5	35164
Dave%20Giusti	6	2007	0	9835
Dave%20Giusti	6	2008	0	16607
Dave%20Giusti	6	2009	0	19804
Dave%20Giusti	6	2010	0	20969
Dave%20Giusti	6	2011	0	24268
Dave%20Giusti	7	2006	5	35164
Dave%20Giusti	7	2007	0	9990
Dave%20Giusti	7	2008	0	16607
Dave%20Giusti	7	2009	0	20408
Dave%20Giusti	7	2010	0	20969
Dave%20Giusti	7	2011	0	24547
Dave%20Giusti	8	2006	0	9443
Dave%20Giusti	8	2007	0	10416
Dave%20Giusti	8	2008	0	16748
Dave%20Giusti	8	2009	0	20408
Dave%20Giusti	8	2010	0	20969
Dave%20Giusti	8	2011	0	24766
Dave%20Giusti	9	2006	0	9503
Dave%20Giusti	9	2007	0	10496
Dave%20Giusti	9	2008	0	16577
Dave%20Giusti	9	2009	0	20408
Dave%20Giusti	9	2010	0	20969
Dave%20Giusti	9	2011	0	24762
Dave%20Giusti	10	2006	0	9503
Dave%20Giusti	10	2007	0	15336
Dave%20Giusti	10	2008	0	16529
Dave%20Giusti	10	2009	0	20408
Dave%20Giusti	10	2010	0	21072
Dave%20Giusti	10	2011	0	24762
Dave%20Giusti	11	2006	0	9547
Dave%20Giusti	11	2007	0	16348
Dave%20Giusti	11	2008	0	16555
Dave%20Giusti	11	2009	0	20408
Dave%20Giusti	11	2010	0	22264
Dave%20Giusti	11	2011	0	24762
Dave%20Giusti	12	2006	0	9547
Dave%20Giusti	12	2007	0	16348
Dave%20Giusti	12	2008	0	16555
Dave%20Giusti	12	2009	0	20408
Dave%20Giusti	12	2010	0	22264
Dave%20Giusti	12	2011	0	24970
Dwight%20Gooden	1	2006	0	14801
Dwight%20Gooden	1	2007	0	27112
Dwight%20Gooden	1	2008	0	45702
Dwight%20Gooden	1	2009	0	62695
Dwight%20Gooden	1	2010	2	108955
Dwight%20Gooden	1	2011	2	134487
Dwight%20Gooden	2	2006	0	15574
Dwight%20Gooden	2	2007	0	27232
Dwight%20Gooden	2	2008	0	51746
Dwight%20Gooden	2	2009	0	72753
Dwight%20Gooden	2	2010	2	109070
Dwight%20Gooden	2	2011	2	134487
Dwight%20Gooden	3	2006	0	15841
Dwight%20Gooden	3	2007	0	27151
Dwight%20Gooden	3	2008	0	51575
Dwight%20Gooden	3	2009	1	73069
Dwight%20Gooden	3	2010	2	110195
Dwight%20Gooden	3	2011	2	134517
Dwight%20Gooden	4	2006	0	18565
Dwight%20Gooden	4	2007	0	26674
Dwight%20Gooden	4	2008	0	52226
Dwight%20Gooden	4	2009	1	74445
Dwight%20Gooden	4	2010	2	112691
Dwight%20Gooden	4	2011	2	134525
Dwight%20Gooden	5	2006	0	19267
Dwight%20Gooden	5	2007	0	26812
Dwight%20Gooden	5	2008	0	53169
Dwight%20Gooden	5	2009	1	73955
Dwight%20Gooden	5	2010	2	112379
Dwight%20Gooden	5	2011	2	134601
Dwight%20Gooden	6	2006	0	20767
Dwight%20Gooden	6	2007	0	30452
Dwight%20Gooden	6	2008	0	53180
Dwight%20Gooden	6	2009	1	134846
Dwight%20Gooden	6	2010	2	117206
Dwight%20Gooden	6	2011	2	135205
Dwight%20Gooden	7	2006	0	20611
Dwight%20Gooden	7	2007	0	31123
Dwight%20Gooden	7	2008	0	59459
Dwight%20Gooden	7	2009	1	136540
Dwight%20Gooden	7	2010	2	118860
Dwight%20Gooden	7	2011	2	135888
Dwight%20Gooden	8	2006	0	20392
Dwight%20Gooden	8	2007	0	32036
Dwight%20Gooden	8	2008	0	59350
Dwight%20Gooden	8	2009	2	137099
Dwight%20Gooden	8	2010	2	119903
Dwight%20Gooden	8	2011	2	137894
Dwight%20Gooden	9	2006	0	20283
Dwight%20Gooden	9	2007	0	32326
Dwight%20Gooden	9	2008	0	59490
Dwight%20Gooden	9	2009	2	137254
Dwight%20Gooden	9	2010	2	124437
Dwight%20Gooden	9	2011	2	139158
Dwight%20Gooden	10	2006	0	26985
Dwight%20Gooden	10	2007	0	37543
Dwight%20Gooden	10	2008	0	59677
Dwight%20Gooden	10	2009	2	137324
Dwight%20Gooden	10	2010	2	129075
Dwight%20Gooden	10	2011	2	150050
Dwight%20Gooden	11	2006	0	27523
Dwight%20Gooden	11	2007	0	40318
Dwight%20Gooden	11	2008	0	59570
Dwight%20Gooden	11	2009	2	95086
Dwight%20Gooden	11	2010	2	130522
Dwight%20Gooden	11	2011	2	150222
Dwight%20Gooden	12	2006	0	28010
Dwight%20Gooden	12	2007	0	45499
Dwight%20Gooden	12	2008	0	58817
Dwight%20Gooden	12	2009	2	100676
Dwight%20Gooden	12	2010	2	130450
Dwight%20Gooden	12	2011	2	147457
Billy%20Goodman	1	2006	0	8291
Billy%20Goodman	1	2007	0	9184
Billy%20Goodman	1	2008	0	9899
Billy%20Goodman	1	2009	0	9475
Billy%20Goodman	1	2010	0	12227
Billy%20Goodman	1	2011	0	13602
Billy%20Goodman	2	2006	0	8291
Billy%20Goodman	2	2007	0	9320
Billy%20Goodman	2	2008	0	9899
Billy%20Goodman	2	2009	0	12530
Billy%20Goodman	2	2010	0	12227
Billy%20Goodman	2	2011	0	13602
Billy%20Goodman	3	2006	0	8354
Billy%20Goodman	3	2007	0	9297
Billy%20Goodman	3	2008	0	9899
Billy%20Goodman	3	2009	0	12324
Billy%20Goodman	3	2010	0	12227
Billy%20Goodman	3	2011	0	13602
Billy%20Goodman	4	2006	0	8354
Billy%20Goodman	4	2007	0	9297
Billy%20Goodman	4	2008	0	9899
Billy%20Goodman	4	2009	0	12324
Billy%20Goodman	4	2010	0	12227
Billy%20Goodman	4	2011	0	13602
Billy%20Goodman	5	2006	0	8354
Billy%20Goodman	5	2007	0	9297
Billy%20Goodman	5	2008	0	9838
Billy%20Goodman	5	2009	0	12324
Billy%20Goodman	5	2010	0	12227
Billy%20Goodman	5	2011	0	13602
Billy%20Goodman	6	2006	0	8354
Billy%20Goodman	6	2007	0	9297
Billy%20Goodman	6	2008	0	9668
Billy%20Goodman	6	2009	0	12324
Billy%20Goodman	6	2010	0	12023
Billy%20Goodman	6	2011	0	13602
Billy%20Goodman	7	2006	0	8572
Billy%20Goodman	7	2007	0	9468
Billy%20Goodman	7	2008	0	9668
Billy%20Goodman	7	2009	0	12324
Billy%20Goodman	7	2010	0	12023
Billy%20Goodman	7	2011	1	14445
Billy%20Goodman	8	2006	0	9464
Billy%20Goodman	8	2007	0	9698
Billy%20Goodman	8	2008	0	9656
Billy%20Goodman	8	2009	0	12324
Billy%20Goodman	8	2010	0	12003
Billy%20Goodman	8	2011	1	14445
Billy%20Goodman	9	2006	0	9464
Billy%20Goodman	9	2007	0	9698
Billy%20Goodman	9	2008	0	9637
Billy%20Goodman	9	2009	0	12324
Billy%20Goodman	9	2010	0	12003
Billy%20Goodman	9	2011	1	14445
Billy%20Goodman	10	2006	0	9464
Billy%20Goodman	10	2007	0	9845
Billy%20Goodman	10	2008	0	9475
Billy%20Goodman	10	2009	0	12376
Billy%20Goodman	10	2010	0	13401
Billy%20Goodman	10	2011	1	14445
Billy%20Goodman	11	2006	0	9464
Billy%20Goodman	11	2007	0	9899
Billy%20Goodman	11	2008	0	9475
Billy%20Goodman	11	2009	0	12431
Billy%20Goodman	11	2010	0	13357
Billy%20Goodman	11	2011	1	24639
Billy%20Goodman	12	2006	0	9464
Billy%20Goodman	12	2007	0	9899
Billy%20Goodman	12	2008	0	9475
Billy%20Goodman	12	2009	0	12431
Billy%20Goodman	12	2010	0	13602
Billy%20Goodman	12	2011	1	24639
Joe%20Gordon	1	2006	0	10664
Joe%20Gordon	1	2007	0	31557
Joe%20Gordon	1	2008	0	67596
Joe%20Gordon	1	2009	0	94082
Joe%20Gordon	1	2010	0	154680
Joe%20Gordon	1	2011	0	114706
Joe%20Gordon	2	2006	0	10968
Joe%20Gordon	2	2007	0	31743
Joe%20Gordon	2	2008	0	75535
Joe%20Gordon	2	2009	0	145837
Joe%20Gordon	2	2010	0	154680
Joe%20Gordon	2	2011	0	114706
Joe%20Gordon	3	2006	0	15328
Joe%20Gordon	3	2007	0	31912
Joe%20Gordon	3	2008	0	75523
Joe%20Gordon	3	2009	0	145837
Joe%20Gordon	3	2010	0	154680
Joe%20Gordon	3	2011	0	119781
Joe%20Gordon	4	2006	0	16203
Joe%20Gordon	4	2007	0	30575
Joe%20Gordon	4	2008	0	75505
Joe%20Gordon	4	2009	0	146082
Joe%20Gordon	4	2010	0	154579
Joe%20Gordon	4	2011	0	141074
Joe%20Gordon	5	2006	0	16203
Joe%20Gordon	5	2007	0	30623
Joe%20Gordon	5	2008	0	75505
Joe%20Gordon	5	2009	0	146262
Joe%20Gordon	5	2010	0	112313
Joe%20Gordon	5	2011	0	140463
Joe%20Gordon	6	2006	0	16121
Joe%20Gordon	6	2007	0	30647
Joe%20Gordon	6	2008	0	81533
Joe%20Gordon	6	2009	0	146053
Joe%20Gordon	6	2010	0	112356
Joe%20Gordon	6	2011	0	140922
Joe%20Gordon	7	2006	0	30851
Joe%20Gordon	7	2007	0	44615
Joe%20Gordon	7	2008	0	81625
Joe%20Gordon	7	2009	0	146053
Joe%20Gordon	7	2010	0	111997
Joe%20Gordon	7	2011	0	141469
Joe%20Gordon	8	2006	0	32455
Joe%20Gordon	8	2007	0	44888
Joe%20Gordon	8	2008	0	81796
Joe%20Gordon	8	2009	0	146198
Joe%20Gordon	8	2010	0	111997
Joe%20Gordon	8	2011	0	141547
Joe%20Gordon	9	2006	0	32798
Joe%20Gordon	9	2007	0	45502
Joe%20Gordon	9	2008	0	81941
Joe%20Gordon	9	2009	0	146108
Joe%20Gordon	9	2010	0	111816
Joe%20Gordon	9	2011	0	141938
Joe%20Gordon	10	2006	0	33445
Joe%20Gordon	10	2007	0	64334
Joe%20Gordon	10	2008	0	82387
Joe%20Gordon	10	2009	0	146554
Joe%20Gordon	10	2010	0	113004
Joe%20Gordon	10	2011	0	141938
Joe%20Gordon	11	2006	0	33445
Joe%20Gordon	11	2007	0	64334
Joe%20Gordon	11	2008	0	82397
Joe%20Gordon	11	2009	0	146589
Joe%20Gordon	11	2010	0	115049
Joe%20Gordon	11	2011	0	141740
Joe%20Gordon	12	2006	0	33479
Joe%20Gordon	12	2007	0	67427
Joe%20Gordon	12	2008	0	84335
Joe%20Gordon	12	2009	0	153934
Joe%20Gordon	12	2010	0	114706
Joe%20Gordon	12	2011	0	141740
Sid%20Gordon	1	2006	0	7604
Sid%20Gordon	1	2007	0	17216
Sid%20Gordon	1	2008	0	30121
Sid%20Gordon	1	2009	0	29187
Sid%20Gordon	1	2010	0	43750
Sid%20Gordon	1	2011	0	81865
Sid%20Gordon	2	2006	0	7604
Sid%20Gordon	2	2007	0	17330
Sid%20Gordon	2	2008	0	30121
Sid%20Gordon	2	2009	0	29024
Sid%20Gordon	2	2010	0	43750
Sid%20Gordon	2	2011	0	81753
Sid%20Gordon	3	2006	0	7604
Sid%20Gordon	3	2007	0	17330
Sid%20Gordon	3	2008	0	30121
Sid%20Gordon	3	2009	0	32256
Sid%20Gordon	3	2010	0	43851
Sid%20Gordon	3	2011	0	83197
Sid%20Gordon	4	2006	0	7917
Sid%20Gordon	4	2007	0	17548
Sid%20Gordon	4	2008	0	30087
Sid%20Gordon	4	2009	0	32256
Sid%20Gordon	4	2010	0	44032
Sid%20Gordon	4	2011	0	83216
Sid%20Gordon	5	2006	0	7917
Sid%20Gordon	5	2007	0	17876
Sid%20Gordon	5	2008	0	29583
Sid%20Gordon	5	2009	0	32305
Sid%20Gordon	5	2010	0	44032
Sid%20Gordon	5	2011	0	83216
Sid%20Gordon	6	2006	0	7917
Sid%20Gordon	6	2007	0	18980
Sid%20Gordon	6	2008	0	29664
Sid%20Gordon	6	2009	0	32279
Sid%20Gordon	6	2010	0	43870
Sid%20Gordon	6	2011	0	83216
Sid%20Gordon	7	2006	0	8285
Sid%20Gordon	7	2007	0	19496
Sid%20Gordon	7	2008	0	29668
Sid%20Gordon	7	2009	0	32279
Sid%20Gordon	7	2010	0	43870
Sid%20Gordon	7	2011	1	83987
Sid%20Gordon	8	2006	0	8343
Sid%20Gordon	8	2007	0	20039
Sid%20Gordon	8	2008	0	29274
Sid%20Gordon	8	2009	0	44023
Sid%20Gordon	8	2010	0	43870
Sid%20Gordon	8	2011	1	84063
Sid%20Gordon	9	2006	0	18827
Sid%20Gordon	9	2007	0	30127
Sid%20Gordon	9	2008	0	29053
Sid%20Gordon	9	2009	0	44039
Sid%20Gordon	9	2010	0	44278
Sid%20Gordon	9	2011	1	84149
Sid%20Gordon	10	2006	0	17386
Sid%20Gordon	10	2007	0	30153
Sid%20Gordon	10	2008	0	29053
Sid%20Gordon	10	2009	0	43950
Sid%20Gordon	10	2010	0	44275
Sid%20Gordon	10	2011	1	84149
Sid%20Gordon	11	2006	0	17386
Sid%20Gordon	11	2007	0	30105
Sid%20Gordon	11	2008	0	29228
Sid%20Gordon	11	2009	0	43950
Sid%20Gordon	11	2010	0	81865
Sid%20Gordon	11	2011	1	84149
Sid%20Gordon	12	2006	0	17386
Sid%20Gordon	12	2007	0	30121
Sid%20Gordon	12	2008	0	29228
Sid%20Gordon	12	2009	0	43950
Sid%20Gordon	12	2010	0	81865
Sid%20Gordon	12	2011	1	86464
Rich%20Gossage	1	2006	5	35164
Rich%20Gossage	1	2007	5	35164
Rich%20Gossage	1	2008	5	35164
Rich%20Gossage	1	2009	5	35164
Rich%20Gossage	1	2010	0	3429
Rich%20Gossage	1	2011	0	2637
Rich%20Gossage	2	2006	5	35164
Rich%20Gossage	2	2007	5	35164
Rich%20Gossage	2	2008	5	35164
Rich%20Gossage	2	2009	5	35164
Rich%20Gossage	2	2010	0	3429
Rich%20Gossage	2	2011	0	2637
Rich%20Gossage	3	2006	5	35164
Rich%20Gossage	3	2007	5	35164
Rich%20Gossage	3	2008	5	35164
Rich%20Gossage	3	2009	5	35164
Rich%20Gossage	3	2010	0	3429
Rich%20Gossage	3	2011	0	2637
Rich%20Gossage	4	2006	5	35164
Rich%20Gossage	4	2007	5	35164
Rich%20Gossage	4	2008	5	35164
Rich%20Gossage	4	2009	5	35164
Rich%20Gossage	4	2010	0	3429
Rich%20Gossage	4	2011	0	2637
Rich%20Gossage	5	2006	5	35164
Rich%20Gossage	5	2007	5	35164
Rich%20Gossage	5	2008	5	35164
Rich%20Gossage	5	2009	5	35164
Rich%20Gossage	5	2010	0	2637
Rich%20Gossage	5	2011	0	2637
Rich%20Gossage	6	2006	5	35164
Rich%20Gossage	6	2007	5	35164
Rich%20Gossage	6	2008	5	35164
Rich%20Gossage	6	2009	0	2883
Rich%20Gossage	6	2010	0	2637
Rich%20Gossage	6	2011	0	2637
Rich%20Gossage	7	2006	5	35164
Rich%20Gossage	7	2007	5	35164
Rich%20Gossage	7	2008	5	35164
Rich%20Gossage	7	2009	0	3429
Rich%20Gossage	7	2010	0	2637
Rich%20Gossage	7	2011	0	2637
Rich%20Gossage	8	2006	5	35164
Rich%20Gossage	8	2007	5	35164
Rich%20Gossage	8	2008	5	35164
Rich%20Gossage	8	2009	0	3429
Rich%20Gossage	8	2010	0	2637
Rich%20Gossage	8	2011	0	2637
Rich%20Gossage	9	2006	5	35164
Rich%20Gossage	9	2007	5	35164
Rich%20Gossage	9	2008	5	35164
Rich%20Gossage	9	2009	0	3429
Rich%20Gossage	9	2010	0	2637
Rich%20Gossage	9	2011	0	2637
Rich%20Gossage	10	2006	5	35164
Rich%20Gossage	10	2007	5	35164
Rich%20Gossage	10	2008	5	35164
Rich%20Gossage	10	2009	0	3429
Rich%20Gossage	10	2010	0	2637
Rich%20Gossage	10	2011	0	2637
Rich%20Gossage	11	2006	5	35164
Rich%20Gossage	11	2007	5	35164
Rich%20Gossage	11	2008	5	35164
Rich%20Gossage	11	2009	0	3429
Rich%20Gossage	11	2010	0	2637
Rich%20Gossage	11	2011	0	2637
Rich%20Gossage	12	2006	5	35164
Rich%20Gossage	12	2007	5	35164
Rich%20Gossage	12	2008	5	35164
Rich%20Gossage	12	2009	0	3429
Rich%20Gossage	12	2010	0	2637
Rich%20Gossage	12	2011	0	2637
Billy%20Grabarkewitz	1	2006	5	35164
Billy%20Grabarkewitz	1	2007	5	35164
Billy%20Grabarkewitz	1	2008	0	7175
Billy%20Grabarkewitz	1	2009	0	7933
Billy%20Grabarkewitz	1	2010	0	11306
Billy%20Grabarkewitz	1	2011	0	12397
Billy%20Grabarkewitz	2	2006	5	35164
Billy%20Grabarkewitz	2	2007	5	35164
Billy%20Grabarkewitz	2	2008	0	7175
Billy%20Grabarkewitz	2	2009	0	8654
Billy%20Grabarkewitz	2	2010	0	11306
Billy%20Grabarkewitz	2	2011	0	12397
Billy%20Grabarkewitz	3	2006	5	35164
Billy%20Grabarkewitz	3	2007	5	35164
Billy%20Grabarkewitz	3	2008	0	7175
Billy%20Grabarkewitz	3	2009	0	11324
Billy%20Grabarkewitz	3	2010	0	11306
Billy%20Grabarkewitz	3	2011	0	12397
Billy%20Grabarkewitz	4	2006	5	35164
Billy%20Grabarkewitz	4	2007	5	35164
Billy%20Grabarkewitz	4	2008	0	7175
Billy%20Grabarkewitz	4	2009	0	11324
Billy%20Grabarkewitz	4	2010	0	11306
Billy%20Grabarkewitz	4	2011	0	12397
Billy%20Grabarkewitz	5	2006	5	35164
Billy%20Grabarkewitz	5	2007	5	35164
Billy%20Grabarkewitz	5	2008	0	7602
Billy%20Grabarkewitz	5	2009	0	11388
Billy%20Grabarkewitz	5	2010	0	11306
Billy%20Grabarkewitz	5	2011	0	12397
Billy%20Grabarkewitz	6	2006	5	35164
Billy%20Grabarkewitz	6	2007	5	35164
Billy%20Grabarkewitz	6	2008	0	7602
Billy%20Grabarkewitz	6	2009	0	11388
Billy%20Grabarkewitz	6	2010	0	11102
Billy%20Grabarkewitz	6	2011	0	12397
Billy%20Grabarkewitz	7	2006	5	35164
Billy%20Grabarkewitz	7	2007	5	35164
Billy%20Grabarkewitz	7	2008	0	7602
Billy%20Grabarkewitz	7	2009	0	11388
Billy%20Grabarkewitz	7	2010	0	11102
Billy%20Grabarkewitz	7	2011	0	12611
Billy%20Grabarkewitz	8	2006	5	35164
Billy%20Grabarkewitz	8	2007	5	35164
Billy%20Grabarkewitz	8	2008	0	7602
Billy%20Grabarkewitz	8	2009	0	11388
Billy%20Grabarkewitz	8	2010	0	11102
Billy%20Grabarkewitz	8	2011	0	12611
Billy%20Grabarkewitz	9	2006	5	35164
Billy%20Grabarkewitz	9	2007	0	7175
Billy%20Grabarkewitz	9	2008	0	7517
Billy%20Grabarkewitz	9	2009	0	11388
Billy%20Grabarkewitz	9	2010	0	11102
Billy%20Grabarkewitz	9	2011	0	12611
Billy%20Grabarkewitz	10	2006	5	35164
Billy%20Grabarkewitz	10	2007	0	7175
Billy%20Grabarkewitz	10	2008	0	8019
Billy%20Grabarkewitz	10	2009	0	11388
Billy%20Grabarkewitz	10	2010	0	11102
Billy%20Grabarkewitz	10	2011	0	14849
Billy%20Grabarkewitz	11	2006	5	35164
Billy%20Grabarkewitz	11	2007	0	7175
Billy%20Grabarkewitz	11	2008	0	7933
Billy%20Grabarkewitz	11	2009	0	11388
Billy%20Grabarkewitz	11	2010	0	12397
Billy%20Grabarkewitz	11	2011	0	14998
Billy%20Grabarkewitz	12	2006	5	35164
Billy%20Grabarkewitz	12	2007	0	7175
Billy%20Grabarkewitz	12	2008	0	7933
Billy%20Grabarkewitz	12	2009	0	11544
Billy%20Grabarkewitz	12	2010	0	12397
Billy%20Grabarkewitz	12	2011	0	14715
Mudcat%20Grant	1	2006	0	8810
Mudcat%20Grant	1	2007	0	10378
Mudcat%20Grant	1	2008	0	12684
Mudcat%20Grant	1	2009	0	14834
Mudcat%20Grant	1	2010	0	31500
Mudcat%20Grant	1	2011	0	33491
Mudcat%20Grant	2	2006	0	9057
Mudcat%20Grant	2	2007	0	10783
Mudcat%20Grant	2	2008	0	12449
Mudcat%20Grant	2	2009	0	19985
Mudcat%20Grant	2	2010	0	31500
Mudcat%20Grant	2	2011	0	33491
Mudcat%20Grant	3	2006	0	9139
Mudcat%20Grant	3	2007	0	10783
Mudcat%20Grant	3	2008	0	12407
Mudcat%20Grant	3	2009	0	19985
Mudcat%20Grant	3	2010	0	30955
Mudcat%20Grant	3	2011	0	33491
Mudcat%20Grant	4	2006	0	9393
Mudcat%20Grant	4	2007	0	11569
Mudcat%20Grant	4	2008	0	12704
Mudcat%20Grant	4	2009	0	20077
Mudcat%20Grant	4	2010	0	30955
Mudcat%20Grant	4	2011	0	33491
Mudcat%20Grant	5	2006	0	9393
Mudcat%20Grant	5	2007	0	11622
Mudcat%20Grant	5	2008	0	13061
Mudcat%20Grant	5	2009	0	20247
Mudcat%20Grant	5	2010	0	30955
Mudcat%20Grant	5	2011	0	33461
Mudcat%20Grant	6	2006	0	9538
Mudcat%20Grant	6	2007	0	11622
Mudcat%20Grant	6	2008	0	13125
Mudcat%20Grant	6	2009	0	20862
Mudcat%20Grant	6	2010	0	30621
Mudcat%20Grant	6	2011	0	33461
Mudcat%20Grant	7	2006	0	9538
Mudcat%20Grant	7	2007	0	11622
Mudcat%20Grant	7	2008	0	14579
Mudcat%20Grant	7	2009	0	27611
Mudcat%20Grant	7	2010	0	31900
Mudcat%20Grant	7	2011	0	33683
Mudcat%20Grant	8	2006	0	9538
Mudcat%20Grant	8	2007	0	11883
Mudcat%20Grant	8	2008	0	14713
Mudcat%20Grant	8	2009	0	27578
Mudcat%20Grant	8	2010	0	31900
Mudcat%20Grant	8	2011	0	33683
Mudcat%20Grant	9	2006	0	10257
Mudcat%20Grant	9	2007	0	12096
Mudcat%20Grant	9	2008	0	14694
Mudcat%20Grant	9	2009	0	27578
Mudcat%20Grant	9	2010	0	31960
Mudcat%20Grant	9	2011	0	33795
Mudcat%20Grant	10	2006	0	10682
Mudcat%20Grant	10	2007	0	12118
Mudcat%20Grant	10	2008	0	14938
Mudcat%20Grant	10	2009	0	31670
Mudcat%20Grant	10	2010	0	32243
Mudcat%20Grant	10	2011	0	37652
Mudcat%20Grant	11	2006	0	10682
Mudcat%20Grant	11	2007	0	12712
Mudcat%20Grant	11	2008	0	14834
Mudcat%20Grant	11	2009	0	31568
Mudcat%20Grant	11	2010	0	33491
Mudcat%20Grant	11	2011	0	37652
Mudcat%20Grant	12	2006	0	10682
Mudcat%20Grant	12	2007	0	12684
Mudcat%20Grant	12	2008	0	14834
Mudcat%20Grant	12	2009	0	31466
Mudcat%20Grant	12	2010	0	33491
Mudcat%20Grant	12	2011	1	37957
Ted%20Gray	1	2006	5	35164
Ted%20Gray	1	2007	0	6841
Ted%20Gray	1	2008	0	11708
